 age,eq5d_r,sex,productivity_cost
75,0.35,women,13405.54224
75,0.4,women,14951.33372
75,0.45,women,16619.85708
75,0.5,women,18412.99658
75,0.55,women,20331.53733
75,0.6,women,22375.04992
75,0.65,women,24541.78798
75,0.7,women,26828.60243
75,0.75,women,29230.8757
75,0.8,women,31742.47884
75,0.85,women,34355.75392
75,0.9,women,37061.52325
75,0.95,women,39849.12648
75,1,women,42706.48544
76,0,women,6288.122502
76,0.05,women,7180.572647
76,0.1,women,8173.101205
76,0.15,women,9272.587129
76,0.2,women,10485.70947
76,0.25,women,11818.82464
76,0.3,women,13277.8337
76,0.35,women,14868.04164
76,0.4,women,16594.01094
76,0.45,women,18459.41236
76,0.5,women,20466.87602
76,0.55,women,22617.84673
76,0.6,women,24912.44703
76,0.65,women,27349.3523
76,0.7,women,29925.68172
76,0.75,women,32636.90902
76,0.8,women,35476.7965
76,0.85,women,38437.35531
76,0.9,women,41508.83453
76,0.95,women,44679.74059
76,1,women,47936.88787
77,0,women,6157.169066
77,0.05,women,7033.906527
77,0.1,women,8009.62285
77,0.15,women,9091.27382
77,0.2,women,10285.65339
77,0.25,women,11599.27562
77,0.3,women,13038.24627
77,0.35,women,14608.12558
77,0.4,women,16313.78443
77,0.45,women,18159.25632
77,0.5,women,20147.58812
77,0.55,women,22280.69302
77,0.6,women,24559.20921
77,0.65,women,26982.36805
77,0.7,women,29547.8758
77,0.75,women,32251.81252
77,0.8,women,35088.55197
77,0.85,women,38050.70561
77,0.9,women,41129.09361
77,0.95,women,44312.74505
77,1,women,47588.92863
78,0,women,6383.877623
78,0.05,women,7295.576493
78,0.1,women,8310.802283
78,0.15,women,9436.965626
78,0.2,women,10681.33963
78,0.25,women,12050.93946
78,0.3,women,13552.3906
78,0.35,women,15191.78734
78,0.4,women,16974.54337
78,0.45,women,18905.23693
78,0.5,women,20987.45332
78,0.55,women,23223.62805
78,0.6,women,25614.89418
78,0.65,women,28160.93774
78,0.7,women,30859.86514
78,0.75,women,33708.08656
78,0.8,women,36700.21932
78,0.85,women,39829.01466
78,0.9,women,43085.31133
78,0.95,women,46458.01865
78,1,women,49934.13102
79,0,women,4928.172068
79,0.05,women,5633.853766
79,0.1,women,6420.076889
79,0.15,women,7292.696297
79,0.2,women,8257.48074
79,0.25,women,9320.021194
79,0.3,women,10485.63016
79,0.35,women,11759.23292
79,0.4,women,13145.25214
79,0.45,women,14647.48753
79,0.5,women,16268.99256
79,0.55,women,18011.95072
79,0.6,women,19877.55384
79,0.65,women,21865.88543
79,0.7,women,23975.812
79,0.75,women,26204.88553
79,0.8,women,28549.25998
79,0.85,women,31003.62494
79,0.9,women,33561.15903
79,0.95,women,36213.50536
79,1,women,38950.77105
80,0,women,5665.444892
80,0.05,women,6478.673252
80,0.1,women,7385.134436
80,0.15,women,8391.694668
80,0.2,women,9505.14095
80,0.25,women,10732.07694
80,0.3,women,12078.80814
80,0.35,women,13551.21737
80,0.4,women,15154.63211
80,0.45,women,16893.68537
80,0.5,women,18772.17246
80,0.55,women,20792.90612
80,0.6,women,22957.57314
80,0.65,women,25266.59539
80,0.7,women,27718.99893
80,0.75,women,30312.2946
80,0.8,women,33042.37359
80,0.85,women,35903.42162
80,0.9,women,38887.85483
80,0.95,women,41986.28038
80,1,women,45187.4843
81,0,women,4310.848856
81,0.05,women,4931.024519
81,0.1,women,5622.58458
81,0.15,women,6390.844882
81,0.2,women,7241.073917
81,0.25,women,8178.414385
81,0.3,women,9207.796407
81,0.35,women,10333.84311
81,0.4,women,11560.76959
81,0.45,women,12892.27663
81,0.5,women,14331.44067
81,0.55,women,15880.60202
81,0.6,women,17541.25339
81,0.65,women,19313.93121
81,0.7,women,21198.11218
81,0.75,women,23192.11779
81,0.8,women,25293.0295
81,0.85,women,27496.61731
81,0.9,women,29797.28422
81,0.95,women,32188.02902
81,1,women,34660.42953
82,0,women,6513.392239
82,0.05,women,7452.393579
82,0.1,women,8499.866206
82,0.15,women,9663.96545
82,0.2,women,10952.79199
82,0.25,women,12374.27428
82,0.3,women,13936.03809
82,0.35,women,15645.26419
82,0.4,women,17508.53562
82,0.45,women,19531.67634
82,0.5,women,21719.58379
82,0.55,women,24076.05778
82,0.6,women,26603.62926
82,0.65,women,29303.39213
82,0.7,women,32174.84214
82,0.75,women,35215.72677
82,0.8,women,38421.9102
82,0.85,women,41787.25758
82,0.9,women,45303.54253
82,0.95,women,48960.38169
82,1,women,52745.19967
83,0,women,4885.610769
83,0.05,women,5591.329548
83,0.1,women,6378.838736
83,0.15,women,7254.339372
83,0.2,women,8224.00254
83,0.25,women,9293.881731
83,0.3,women,10469.81538
83,0.35,women,11757.32026
83,0.4,women,13161.47681
83,0.45,women,14686.8076
83,0.5,women,16337.15085
83,0.55,women,18115.53072
83,0.6,women,20024.02695
83,0.65,women,22063.64621
83,0.7,women,24234.19816
83,0.75,women,26534.17909
83,0.8,women,28960.66631
83,0.85,women,31509.22635
83,0.9,women,34173.84014
83,0.95,women,36946.84803
83,1,women,39818.91733
84,0,women,3638.624334
84,0.05,women,4165.200875
84,0.1,women,4752.990585
84,0.15,women,5406.668989
84,0.2,women,6130.896549
84,0.25,women,6930.253708
84,0.3,women,7809.168506
84,0.35,women,8771.837242
84,0.4,women,9822.138909
84,0.45,women,10963.54437
84,0.5,women,12199.02147
84,0.55,women,13530.93758
84,0.6,women,14960.96118
84,0.65,women,16489.96447
84,0.7,women,18117.92904
84,0.75,women,19843.85682
84,0.8,women,21665.68861
84,0.85,women,23580.23259
84,0.9,women,25583.10511
84,0.95,women,27668.68601
84,1,women,29830.09053
85,0,women,2690.729843
85,0.05,women,3080.826663
85,0.1,women,3516.399463
85,0.15,women,4000.945029
85,0.2,women,4537.953787
85,0.25,women,5130.861949
85,0.3,women,5782.998082
85,0.35,women,6497.524431
85,0.4,women,7277.373527
85,0.45,women,8125.180744
85,0.5,women,9043.213696
85,0.55,women,10033.29953
85,0.6,women,11096.75131
85,0.65,women,12234.29493
85,0.7,women,13445.99807
85,0.75,women,14731.20271
85,0.8,women,16088.46321
85,0.85,women,17515.49133
85,0.9,women,19009.11029
85,0.95,women,20565.21931
85,1,women,22178.77037
86,0,women,1975.712754
86,0.05,women,2262.644039
86,0.1,women,2583.114025
86,0.15,women,2939.717387
86,0.2,women,3335.047312
86,0.25,women,3771.660455
86,0.3,women,4252.037742
86,0.35,women,4778.541265
86,0.4,women,5353.367621
86,0.45,women,5978.498185
86,0.5,women,6655.646962
86,0.55,women,7386.206754
86,0.6,women,8171.194549
86,0.65,women,9011.197133
86,0.7,women,9906.318044
86,0.75,women,10856.12706
86,0.8,women,11859.6135
86,0.85,women,12915.14462
86,0.9,women,14020.43039
86,0.95,women,15172.49602
86,1,women,16367.66322
87,0,women,1440.467291
87,0.05,women,1650.017849
87,0.1,women,1884.124721
87,0.15,women,2144.69844
87,0.2,women,2433.650587
87,0.25,women,2752.868289
87,0.3,women,3104.185653
87,0.35,women,3489.3523
87,0.4,women,3909.999258
87,0.45,women,4367.602552
87,0.5,women,4863.44496
87,0.55,women,5398.576459
87,0.6,women,5973.774017
87,0.65,women,6589.501464
87,0.7,women,7245.870235
87,0.75,women,7942.601879
87,0.8,women,8678.993244
87,0.85,women,9453.885303
87,0.9,women,10265.63656
87,0.95,women,11112.10202
87,1,women,11990.61852
88,0,women,1042.828524
88,0.05,women,1194.783095
88,0.1,women,1364.588287
88,0.15,women,1553.640303
88,0.2,women,1763.337545
88,0.25,women,1995.062178
88,0.3,women,2250.159443
88,0.35,women,2529.914848
88,0.4,women,2835.5294
88,0.45,women,3168.093135
88,0.5,women,3528.55727
88,0.55,women,3917.705352
88,0.6,women,4336.123885
88,0.65,women,4784.17295
88,0.7,women,5261.957396
88,0.75,women,5769.299257
88,0.8,women,6305.712038
88,0.85,women,6870.377594
88,0.9,women,7462.12628
88,0.95,women,8079.421073
88,1,women,8720.346328
89,0,women,749.6446723
89,0.05,women,859.0552991
89,0.1,women,981.3493933
89,0.15,women,1117.539736
89,0.2,women,1268.641668
89,0.25,women,1435.659851
89,0.3,women,1619.573389
89,0.35,women,1821.319397
89,0.4,women,2041.77515
89,0.45,women,2281.738963
89,0.5,women,2541.910064
89,0.55,women,2822.867701
89,0.6,women,3125.049842
89,0.65,women,3448.731831
89,0.7,women,3794.005417
89,0.75,women,4160.758625
89,0.8,women,4548.656936
89,0.85,women,4957.126298
89,0.9,women,5385.338454
89,0.95,women,5832.19912
89,1,women,6296.339462
90,0,women,535.0982464
90,0.05,women,613.3206752
90,0.1,women,700.7754911
90,0.15,women,798.1919738
90,0.2,women,906.3019021
90,0.25,women,1025.830106
90,0.3,women,1157.48384
90,0.35,women,1301.941033
90,0.4,women,1459.837497
90,0.45,women,1631.75323
90,0.5,women,1818.197956
90,0.55,women,2019.596116
90,0.6,women,2236.271529
90,0.65,women,2468.432006
90,0.7,women,2716.154202
90,0.75,women,2979.369041
90,0.8,women,3257.848061
90,0.85,women,3551.191034
90,0.9,women,3858.815238
90,0.95,women,4179.946729
90,1,women,4513.613984
91,0,women,379.2704458
91,0.05,women,434.8011527
91,0.1,women,496.9009725
91,0.15,women,566.091237
91,0.2,women,642.8955112
91,0.25,women,727.832897
91,0.3,women,821.4104945
91,0.35,women,924.1150541
91,0.4,women,1036.403883
91,0.45,women,1158.695089
91,0.5,women,1291.357278
91,0.55,women,1434.69884
91,0.6,women,1588.956987
91,0.65,women,1754.286744
91,0.7,women,1930.750086
91,0.75,women,2118.305473
91,0.8,women,2316.798018
91,0.85,women,2525.950542
91,0.9,women,2745.355795
91,0.95,women,2974.470086
91,1,women,3212.60858
92,0,women,266.9336527
92,0.05,women,306.0779346
92,0.1,women,349.863288
92,0.15,women,398.6597111
92,0.2,women,452.8390911
92,0.25,women,512.770492
92,0.3,women,578.814842
92,0.35,women,651.3190458
92,0.4,women,730.6095615
92,0.45,women,816.9855046
92,0.5,women,910.711355
92,0.55,women,1012.009365
92,0.6,women,1121.051786
92,0.65,women,1237.953039
92,0.7,women,1362.761996
92,0.75,women,1495.45451
92,0.8,women,1635.926394
92,0.85,women,1783.987019
92,0.9,women,1939.353708
92,0.95,women,2101.647137
92,1,women,2270.387892
93,0,women,186.5510106
93,0.05,women,213.9502833
93,0.1,women,244.6053297
93,0.15,women,278.7768655
93,0.2,women,316.727145
93,0.25,women,358.7166682
93,0.3,women,405.0004628
93,0.35,women,455.8239602
93,0.4,women,511.4184909
93,0.45,women,571.9964438
93,0.5,women,637.7461403
93,0.55,women,708.826494
93,0.6,women,785.3615334
93,0.65,women,867.4348831
93,0.7,women,955.0843073
93,0.75,women,1048.296429
93,0.8,women,1147.00175
93,0.85,women,1251.070099
93,0.9,women,1360.306635
93,0.95,women,1474.448545
93,1,women,1593.162556
94,0,women,129.4591215
94,0.05,women,148.5026351
94,0.1,women,169.8140221
94,0.15,women,193.5756845
94,0.2,women,219.9712426
94,0.25,women,249.183249
94,0.3,women,281.3906062
94,0.35,women,316.7656965
94,0.4,women,355.4712462
94,0.45,women,397.6569505
94,0.5,women,443.4558974
94,0.55,women,492.9808364
94,0.6,women,546.3203484
94,0.65,women,603.5349814
94,0.7,women,664.6534236
94,0.75,women,729.6687959
94,0.8,women,798.535146
94,0.85,women,871.1642374
94,0.9,women,947.4227221
94,0.95,women,1027.12979
94,1,women,1110.055385
95,0,women,89.20908615
95,0.05,women,102.3520644
95,0.1,women,117.0636532
95,0.15,women,133.4705586
95,0.2,women,151.7004291
95,0.25,women,171.8802808
95,0.3,women,194.1347148
95,0.35,women,218.5839352
95,0.4,women,245.3415807
95,0.45,women,274.5123879
95,0.5,women,306.1897143
95,0.55,women,340.4529497
95,0.6,women,377.3648567
95,0.65,women,416.9688844
95,0.7,women,459.2865042
95,0.75,women,504.3146248
95,0.8,women,552.0231433
95,0.85,women,602.3526969
95,0.9,women,655.212677
95,0.95,women,710.4795706
95,1,women,767.9956908
96,0,women,61.04180445
96,0.05,women,70.04880378
96,0.1,women,80.13312515
96,0.15,women,91.38216146
96,0.2,women,103.8840213
96,0.25,women,117.7264507
96,0.3,women,132.9956122
96,0.35,women,149.7747251
96,0.4,women,168.1425765
96,0.45,women,188.1719156
96,0.5,women,209.9277494
96,0.55,women,233.4655597
96,0.6,women,258.82947
96,0.65,women,286.050391
96,0.7,women,315.1441791
96,0.75,women,346.1098471
96,0.8,women,378.9278664
96,0.85,women,413.5586041
96,0.9,women,449.9409386
96,0.95,women,487.9910985
96,1,women,527.601767
97,0,women,41.47513464
97,0.05,women,47.60437733
97,0.1,women,54.46832284
97,0.15,women,62.12682233
97,0.2,women,70.64026129
97,0.25,women,80.0688269
97,0.3,women,90.47167712
97,0.35,women,101.9060148
97,0.4,women,114.4260724
97,0.45,women,128.0820164
97,0.5,women,142.9187825
97,0.55,women,158.9748572
97,0.6,women,176.281022
97,0.65,women,194.859083
97,0.7,women,214.7206073
97,0.75,women,235.8656929
97,0.8,women,258.2818003
97,0.85,women,281.9426741
97,0.9,women,306.807385
97,0.95,women,332.8195232
97,1,women,359.9065715
98,0,women,27.98276689
98,0.05,women,32.12442617
98,0.1,women,36.76361039
98,0.15,women,41.94101916
98,0.2,women,47.69774512
98,0.25,women,54.0747796
98,0.3,women,61.1124513
98,0.35,women,68.84980005
98,0.4,women,77.32388956
98,0.45,women,86.56906494
98,0.5,women,96.61616269
98,0.55,women,107.4916831
98,0.6,women,119.2169373
98,0.65,women,131.8071821
98,0.7,women,145.2707593
98,0.75,women,159.6082566
98,0.8,women,174.811709
98,0.85,women,190.8638597
98,0.9,women,207.7375029
98,0.95,women,225.3949268
98,1,women,243.7874789
99,0,women,18.7471859
99,0.05,women,21.5261514
99,0.1,women,24.63966294
99,0.15,women,28.11520146
99,0.2,women,31.98053313
99,0.25,women,36.26337815
99,0.3,women,40.99103417
99,0.35,women,46.18995579
99,0.4,women,51.88529258
99,0.45,women,58.10038946
99,0.5,women,64.85625465
99,0.55,women,72.1710017
99,0.6,women,80.05927373
99,0.65,women,88.53165906
99,0.7,women,97.59410891
99,0.75,women,107.2473689
99,0.8,women,117.4864372
99,0.85,women,128.3000619
99,0.9,women,139.6702931
99,0.95,women,151.5721016
99,1,women,163.9730791
100,0,women,12.47165883
100,0.05,women,14.3232003
100,0.1,women,16.39811724
100,0.15,women,18.71483426
100,0.2,women,21.29198043
100,0.25,women,24.14816886
100,0.3,women,27.30174595
100,0.35,women,30.77051094
100,0.4,women,34.57140756
100,0.45,women,38.72019028
100,0.5,women,43.2310684
100,0.55,women,48.11633261
100,0.6,women,53.38596912
100,0.65,women,59.04726764
100,0.7,women,65.10443023
100,0.75,women,71.558189
100,0.8,women,78.4054409
100,0.85,women,85.63890873
100,0.9,women,93.24683754
100,0.95,women,101.2127358
100,1,women,109.5151706
