"year","sex","age","qimd","pops"
2012,2,60,1,47133
2012,2,60,2,53410
2012,2,60,3,61952
2012,2,60,4,65070
2012,2,60,5,66183
2012,2,61,1,46363
2012,2,61,2,53492
2012,2,61,3,62565
2012,2,61,4,66487
2012,2,61,5,67323
2012,2,62,1,46970
2012,2,62,2,54857
2012,2,62,3,64539
2012,2,62,4,68371
2012,2,62,5,69673
2012,2,63,1,46816
2012,2,63,2,55500
2012,2,63,3,65722
2012,2,63,4,71099
2012,2,63,5,72649
2012,2,64,1,47967
2012,2,64,2,58211
2012,2,64,3,70210
2012,2,64,4,76192
2012,2,64,5,77960
2012,2,65,1,50963
2012,2,65,2,61691
2012,2,65,3,76731
2012,2,65,4,83639
2012,2,65,5,85925
2012,2,66,1,39895
2012,2,66,2,48630
2012,2,66,3,59671
2012,2,66,4,64426
2012,2,66,5,65766
2012,2,67,1,38483
2012,2,67,2,47047
2012,2,67,3,58437
2012,2,67,4,62801
2012,2,67,5,64597
2012,2,68,1,38298
2012,2,68,2,46800
2012,2,68,3,57893
2012,2,68,4,63000
2012,2,68,5,64915
2012,2,69,1,37406
2012,2,69,2,44295
2012,2,69,3,54117
2012,2,69,4,58471
2012,2,69,5,59552
2012,2,70,1,34746
2012,2,70,2,40840
2012,2,70,3,48728
2012,2,70,4,52231
2012,2,70,5,51893
2012,2,71,1,32635
2012,2,71,2,37533
2012,2,71,3,43908
2012,2,71,4,46473
2012,2,71,5,46825
2012,2,72,1,34355
2012,2,72,2,38968
2012,2,72,3,45942
2012,2,72,4,48401
2012,2,72,5,49019
2012,2,73,1,34039
2012,2,73,2,38600
2012,2,73,3,45689
2012,2,73,4,48330
2012,2,73,5,49619
2012,2,74,1,33468
2012,2,74,2,38019
2012,2,74,3,44276
2012,2,74,4,47242
2012,2,74,5,48104
2012,2,75,1,32110
2012,2,75,2,36421
2012,2,75,3,42423
2012,2,75,4,45204
2012,2,75,5,46234
2012,2,76,1,30985
2012,2,76,2,35233
2012,2,76,3,41112
2012,2,76,4,43063
2012,2,76,5,44040
2012,2,77,1,29593
2012,2,77,2,33996
2012,2,77,3,39296
2012,2,77,4,41110
2012,2,77,5,42491
2012,2,78,1,27754
2012,2,78,2,31830
2012,2,78,3,36882
2012,2,78,4,38749
2012,2,78,5,39777
2012,2,79,1,26916
2012,2,79,2,30892
2012,2,79,3,35812
2012,2,79,4,37578
2012,2,79,5,37563
2012,2,80,1,26854
2012,2,80,2,30667
2012,2,80,3,35298
2012,2,80,4,36519
2012,2,80,5,37073
2012,2,81,1,25905
2012,2,81,2,30161
2012,2,81,3,34159
2012,2,81,4,35042
2012,2,81,5,36109
2012,2,82,1,24401
2012,2,82,2,28269
2012,2,82,3,32423
2012,2,82,4,33849
2012,2,82,5,33970
2012,2,83,1,22342
2012,2,83,2,26089
2012,2,83,3,29874
2012,2,83,4,30742
2012,2,83,5,31080
2012,2,84,1,20592
2012,2,84,2,24007
2012,2,84,3,27176
2012,2,84,4,28210
2012,2,84,5,28352
2012,2,85,1,19192
2012,2,85,2,22218
2012,2,85,3,25310
2012,2,85,4,25772
2012,2,85,5,25948
2012,2,86,1,17722
2012,2,86,2,20831
2012,2,86,3,23486
2012,2,86,4,23748
2012,2,86,5,23676
2012,2,87,1,15925
2012,2,87,2,18983
2012,2,87,3,21350
2012,2,87,4,21733
2012,2,87,5,21070
2012,2,88,1,14222
2012,2,88,2,17173
2012,2,88,3,19484
2012,2,88,4,19642
2012,2,88,5,19230
2012,2,89,1,12494
2012,2,89,2,15085
2012,2,89,3,17616
2012,2,89,4,17855
2012,2,89,5,17213
2012,2,"90+",1,49185
2012,2,"90+",2,60255
2012,2,"90+",3,69256
2012,2,"90+",4,71093
2012,2,"90+",5,67044
2013,1,0,1,91980
2013,1,0,2,78969
2013,1,0,3,66268
2013,1,0,4,58117
2013,1,0,5,51957
2013,1,1,1,94102
2013,1,1,2,80594
2013,1,1,3,67136
2013,1,1,4,61117
2013,1,1,5,56312
2013,1,2,1,90546
2013,1,2,2,76511
2013,1,2,3,66447
2013,1,2,4,60845
2013,1,2,5,58538
2013,1,3,1,88398
2013,1,3,2,74065
2013,1,3,3,64761
2013,1,3,4,60136
2013,1,3,5,59576
2013,1,4,1,86574
2013,1,4,2,71989
2013,1,4,3,63645
2013,1,4,4,59567
2013,1,4,5,60670
2013,1,5,1,86206
2013,1,5,2,72156
2013,1,5,3,63760
2013,1,5,4,61259
2013,1,5,5,62936
2013,1,6,1,82442
2013,1,6,2,68851
2013,1,6,3,61604
2013,1,6,4,60014
2013,1,6,5,62466
2013,1,7,1,79792
2013,1,7,2,66531
2013,1,7,3,60275
2013,1,7,4,59189
2013,1,7,5,62138
2013,1,8,1,74894
2013,1,8,2,63039
2013,1,8,3,57804
2013,1,8,4,57068
2013,1,8,5,61099
2013,1,9,1,71670
2013,1,9,2,61022
2013,1,9,3,56986
2013,1,9,4,57354
2013,1,9,5,61429
2013,1,10,1,69792
2013,1,10,2,58791
2013,1,10,3,55183
2013,1,10,4,55426
2013,1,10,5,60734
2013,1,11,1,67388
2013,1,11,2,57723
2013,1,11,3,54302
2013,1,11,4,55067
2013,1,11,5,59659
2013,1,12,1,67843
2013,1,12,2,58414
2013,1,12,3,55991
2013,1,12,4,57000
2013,1,12,5,61479
2013,1,13,1,68780
2013,1,13,2,59945
2013,1,13,3,57842
2013,1,13,4,59395
2013,1,13,5,63716
2013,1,14,1,70086
2013,1,14,2,61734
2013,1,14,3,59993
2013,1,14,4,61562
2013,1,14,5,65880
2013,1,15,1,70349
2013,1,15,2,62950
2013,1,15,3,61414
2013,1,15,4,62270
2013,1,15,5,66328
2013,1,16,1,72582
2013,1,16,2,64932
2013,1,16,3,62997
2013,1,16,4,63747
2013,1,16,5,67746
2013,1,17,1,72856
2013,1,17,2,66256
2013,1,17,3,63019
2013,1,17,4,64282
2013,1,17,5,68554
2013,1,18,1,72208
2013,1,18,2,66643
2013,1,18,3,63645
2013,1,18,4,64207
2013,1,18,5,66860
2013,1,19,1,76441
2013,1,19,2,75848
2013,1,19,3,66251
2013,1,19,4,64353
2013,1,19,5,63926
2013,1,20,1,79660
2013,1,20,2,83607
2013,1,20,3,68799
2013,1,20,4,63266
2013,1,20,5,53824
2013,1,21,1,83009
2013,1,21,2,86669
2013,1,21,3,70856
2013,1,21,4,64709
2013,1,21,5,55236
2013,1,22,1,87055
2013,1,22,2,91211
2013,1,22,3,74195
2013,1,22,4,66093
2013,1,22,5,57999
2013,1,23,1,86682
2013,1,23,2,91033
2013,1,23,3,74589
2013,1,23,4,65715
2013,1,23,5,56859
2013,1,24,1,85180
2013,1,24,2,90139
2013,1,24,3,73873
2013,1,24,4,63762
2013,1,24,5,55342
2013,1,25,1,87242
2013,1,25,2,91091
2013,1,25,3,75329
2013,1,25,4,64505
2013,1,25,5,53510
2013,1,26,1,86501
2013,1,26,2,90113
2013,1,26,3,73289
2013,1,26,4,61679
2013,1,26,5,49946
2013,1,27,1,89725
2013,1,27,2,93665
2013,1,27,3,75625
2013,1,27,4,62570
2013,1,27,5,49016
2013,1,28,1,90808
2013,1,28,2,94372
2013,1,28,3,76325
2013,1,28,4,63088
2013,1,28,5,48346
2013,1,29,1,87586
2013,1,29,2,92805
2013,1,29,3,75048
2013,1,29,4,61552
2013,1,29,5,46888
2013,1,30,1,87862
2013,1,30,2,92004
2013,1,30,3,75416
2013,1,30,4,62472
2013,1,30,5,48650
2013,1,31,1,86115
2013,1,31,2,90915
2013,1,31,3,75585
2013,1,31,4,63476
2013,1,31,5,50020
2013,1,32,1,85348
2013,1,32,2,91069
2013,1,32,3,76838
2013,1,32,4,64955
2013,1,32,5,51907
2013,1,33,1,84946
2013,1,33,2,89379
2013,1,33,3,76569
2013,1,33,4,66024
2013,1,33,5,54383
2013,1,34,1,79187
2013,1,34,2,84930
2013,1,34,3,73970
2013,1,34,4,65132
2013,1,34,5,54605
2013,1,35,1,73728
2013,1,35,2,77330
2013,1,35,3,67612
2013,1,35,4,61143
2013,1,35,5,54586
2013,1,36,1,71052
2013,1,36,2,73997
2013,1,36,3,66564
2013,1,36,4,61290
2013,1,36,5,56331
2013,1,37,1,71597
2013,1,37,2,73701
2013,1,37,3,67350
2013,1,37,4,62204
2013,1,37,5,58332
2013,1,38,1,70912
2013,1,38,2,73214
2013,1,38,3,68404
2013,1,38,4,64980
2013,1,38,5,62366
2013,1,39,1,69922
2013,1,39,2,72598
2013,1,39,3,69302
2013,1,39,4,67355
2013,1,39,5,65565
2013,1,40,1,71474
2013,1,40,2,74818
2013,1,40,3,72073
2013,1,40,4,70871
2013,1,40,5,70890
2013,1,41,1,72720
2013,1,41,2,76173
2013,1,41,3,75198
2013,1,41,4,75075
2013,1,41,5,75471
2013,1,42,1,74135
2013,1,42,2,77808
2013,1,42,3,76818
2013,1,42,4,77536
2013,1,42,5,77827
2013,1,43,1,72964
2013,1,43,2,75066
2013,1,43,3,75336
2013,1,43,4,75242
2013,1,43,5,76602
2013,1,44,1,72908
2013,1,44,2,75722
2013,1,44,3,77069
2013,1,44,4,77995
2013,1,44,5,79801
2013,1,45,1,72960
2013,1,45,2,75931
2013,1,45,3,76208
2013,1,45,4,78328
2013,1,45,5,79903
2013,1,46,1,72523
2013,1,46,2,76151
2013,1,46,3,78780
2013,1,46,4,80748
2013,1,46,5,82088
2013,1,47,1,71355
2013,1,47,2,75426
2013,1,47,3,78499
2013,1,47,4,81004
2013,1,47,5,82269
2013,1,48,1,70362
2013,1,48,2,75314
2013,1,48,3,79258
2013,1,48,4,81621
2013,1,48,5,83820
2013,1,49,1,69470
2013,1,49,2,74496
2013,1,49,3,78603
2013,1,49,4,80836
2013,1,49,5,83746
2013,1,50,1,67960
2013,1,50,2,72417
2013,1,50,3,77360
2013,1,50,4,79509
2013,1,50,5,82228
2013,1,51,1,66668
2013,1,51,2,70744
2013,1,51,3,75489
2013,1,51,4,78208
2013,1,51,5,80927
2013,1,52,1,63806
2013,1,52,2,68261
2013,1,52,3,73522
2013,1,52,4,75925
2013,1,52,5,77859
2013,1,53,1,61273
2013,1,53,2,65412
2013,1,53,3,70229
2013,1,53,4,72941
2013,1,53,5,74942
2013,1,54,1,59087
2013,1,54,2,63834
2013,1,54,3,68945
2013,1,54,4,71664
2013,1,54,5,73619
2013,1,55,1,58041
2013,1,55,2,62083
2013,1,55,3,67767
2013,1,55,4,69668
2013,1,55,5,72080
2013,1,56,1,55682
2013,1,56,2,59053
2013,1,56,3,64869
2013,1,56,4,67652
2013,1,56,5,69388
2013,1,57,1,53013
2013,1,57,2,57196
2013,1,57,3,63064
2013,1,57,4,65510
2013,1,57,5,67140
2013,1,58,1,50032
2013,1,58,2,54852
2013,1,58,3,61042
2013,1,58,4,63365
2013,1,58,5,64432
2013,1,59,1,49611
2013,1,59,2,54235
2013,1,59,3,60896
2013,1,59,4,64117
2013,1,59,5,64795
2013,1,60,1,48801
2013,1,60,2,53768
2013,1,60,3,60560
2013,1,60,4,63601
2013,1,60,5,63883
2013,1,61,1,47040
2013,1,61,2,51664
2013,1,61,3,58637
2013,1,61,4,61451
2013,1,61,5,62589
2013,1,62,1,46082
2013,1,62,2,51717
2013,1,62,3,59832
2013,1,62,4,62507
2013,1,62,5,63075
2013,1,63,1,45867
2013,1,63,2,52490
2013,1,63,3,60867
2013,1,63,4,64525
2013,1,63,5,64449
2013,1,64,1,45192
2013,1,64,2,52743
2013,1,64,3,63562
2013,1,64,4,67615
2013,1,64,5,67487
2013,1,65,1,46956
2013,1,65,2,54613
2013,1,65,3,66979
2013,1,65,4,71147
2013,1,65,5,73016
2013,1,66,1,48833
2013,1,66,2,59252
2013,1,66,3,72418
2013,1,66,4,78748
2013,1,66,5,81172
2013,1,67,1,37868
2013,1,67,2,45497
2013,1,67,3,55897
2013,1,67,4,60760
2013,1,67,5,61609
2013,1,68,1,35789
2013,1,68,2,43835
2013,1,68,3,54323
2013,1,68,4,59057
2013,1,68,5,60093
2013,1,69,1,35202
2013,1,69,2,43505
2013,1,69,3,54143
2013,1,69,4,58591
2013,1,69,5,60377
2013,1,70,1,33400
2013,1,70,2,40267
2013,1,70,3,50273
2013,1,70,4,53608
2013,1,70,5,54672
2013,1,71,1,30718
2013,1,71,2,36017
2013,1,71,3,44320
2013,1,71,4,47203
2013,1,71,5,47348
2013,1,72,1,28225
2013,1,72,2,32802
2013,1,72,3,39336
2013,1,72,4,41472
2013,1,72,5,41473
2013,1,73,1,29021
2013,1,73,2,33546
2013,1,73,3,40889
2013,1,73,4,43286
2013,1,73,5,43482
2013,1,74,1,27994
2013,1,74,2,33004
2013,1,74,3,39824
2013,1,74,4,43204
2013,1,74,5,43539
2013,1,75,1,27279
2013,1,75,2,31988
2013,1,75,3,39030
2013,1,75,4,41337
2013,1,75,5,42009
2013,1,76,1,25312
2013,1,76,2,29944
2013,1,76,3,36361
2013,1,76,4,38897
2013,1,76,5,39985
2013,1,77,1,23759
2013,1,77,2,27897
2013,1,77,3,34054
2013,1,77,4,36508
2013,1,77,5,37776
2013,1,78,1,22077
2013,1,78,2,26433
2013,1,78,3,31797
2013,1,78,4,34232
2013,1,78,5,35619
2013,1,79,1,19701
2013,1,79,2,23788
2013,1,79,3,29042
2013,1,79,4,31342
2013,1,79,5,32762
2013,1,80,1,18494
2013,1,80,2,22226
2013,1,80,3,26957
2013,1,80,4,29122
2013,1,80,5,30643
2013,1,81,1,17383
2013,1,81,2,21086
2013,1,81,3,25997
2013,1,81,4,27719
2013,1,81,5,29269
2013,1,82,1,16084
2013,1,82,2,19522
2013,1,82,3,23543
2013,1,82,4,25831
2013,1,82,5,26743
2013,1,83,1,14527
2013,1,83,2,17663
2013,1,83,3,21457
2013,1,83,4,22621
2013,1,83,5,24235
2013,1,84,1,12555
2013,1,84,2,15429
2013,1,84,3,18643
2013,1,84,4,20070
2013,1,84,5,21314
2013,1,85,1,10621
2013,1,85,2,13403
2013,1,85,3,16576
2013,1,85,4,17575
2013,1,85,5,18173
2013,1,86,1,9711
2013,1,86,2,12029
2013,1,86,3,14392
2013,1,86,4,15548
2013,1,86,5,16188
2013,1,87,1,8192
2013,1,87,2,10253
2013,1,87,3,12606
2013,1,87,4,13241
2013,1,87,5,14113
2013,1,88,1,6840
2013,1,88,2,8534
2013,1,88,3,10428
2013,1,88,4,11179
2013,1,88,5,11860
2013,1,89,1,5686
2013,1,89,2,7268
2013,1,89,3,8659
2013,1,89,4,9219
2013,1,89,5,9616
2013,1,"90+",1,17645
2013,1,"90+",2,22816
2013,1,"90+",3,27798
2013,1,"90+",4,29200
2013,1,"90+",5,29857
2013,2,0,1,87559
2013,2,0,2,74686
2013,2,0,3,62532
2013,2,0,4,55013
2013,2,0,5,49450
2013,2,1,1,90302
2013,2,1,2,76012
2013,2,1,3,64304
2013,2,1,4,57756
2013,2,1,5,53646
2013,2,2,1,86446
2013,2,2,2,72991
2013,2,2,3,62929
2013,2,2,4,58120
2013,2,2,5,55404
2013,2,3,1,84251
2013,2,3,2,70994
2013,2,3,3,61711
2013,2,3,4,57482
2013,2,3,5,56739
2013,2,4,1,82846
2013,2,4,2,68936
2013,2,4,3,60537
2013,2,4,4,57379
2013,2,4,5,57285
2013,2,5,1,81796
2013,2,5,2,68937
2013,2,5,3,61084
2013,2,5,4,58278
2013,2,5,5,59623
2013,2,6,1,77960
2013,2,6,2,65744
2013,2,6,3,58852
2013,2,6,4,56779
2013,2,6,5,59622
2013,2,7,1,76571
2013,2,7,2,63776
2013,2,7,3,57600
2013,2,7,4,56231
2013,2,7,5,58962
2013,2,8,1,72224
2013,2,8,2,59969
2013,2,8,3,55355
2013,2,8,4,54320
2013,2,8,5,57842
2013,2,9,1,68509
2013,2,9,2,58406
2013,2,9,3,54500
2013,2,9,4,54578
2013,2,9,5,58417
2013,2,10,1,66530
2013,2,10,2,55961
2013,2,10,3,52398
2013,2,10,4,53111
2013,2,10,5,57202
2013,2,11,1,64359
2013,2,11,2,54956
2013,2,11,3,52131
2013,2,11,4,52135
2013,2,11,5,56558
2013,2,12,1,65620
2013,2,12,2,55902
2013,2,12,3,53497
2013,2,12,4,54368
2013,2,12,5,59064
2013,2,13,1,66064
2013,2,13,2,57013
2013,2,13,3,55249
2013,2,13,4,56056
2013,2,13,5,60503
2013,2,14,1,67140
2013,2,14,2,59256
2013,2,14,3,57155
2013,2,14,4,57815
2013,2,14,5,62625
2013,2,15,1,67206
2013,2,15,2,60280
2013,2,15,3,58364
2013,2,15,4,58700
2013,2,15,5,62935
2013,2,16,1,70159
2013,2,16,2,62135
2013,2,16,3,60001
2013,2,16,4,60136
2013,2,16,5,63430
2013,2,17,1,69164
2013,2,17,2,62158
2013,2,17,3,59461
2013,2,17,4,59923
2013,2,17,5,63675
2013,2,18,1,69562
2013,2,18,2,64145
2013,2,18,3,60066
2013,2,18,4,59431
2013,2,18,5,63443
2013,2,19,1,74537
2013,2,19,2,75137
2013,2,19,3,62152
2013,2,19,4,59685
2013,2,19,5,58203
2013,2,20,1,82052
2013,2,20,2,84150
2013,2,20,3,65000
2013,2,20,4,56858
2013,2,20,5,47804
2013,2,21,1,86351
2013,2,21,2,88398
2013,2,21,3,67707
2013,2,21,4,60132
2013,2,21,5,49544
2013,2,22,1,88816
2013,2,22,2,89185
2013,2,22,3,70227
2013,2,22,4,61636
2013,2,22,5,52468
2013,2,23,1,88100
2013,2,23,2,88719
2013,2,23,3,70806
2013,2,23,4,61210
2013,2,23,5,51725
2013,2,24,1,90060
2013,2,24,2,90670
2013,2,24,3,71998
2013,2,24,4,60814
2013,2,24,5,49946
2013,2,25,1,94971
2013,2,25,2,91780
2013,2,25,3,73587
2013,2,25,4,61666
2013,2,25,5,49454
2013,2,26,1,95037
2013,2,26,2,91305
2013,2,26,3,73023
2013,2,26,4,60852
2013,2,26,5,47322
2013,2,27,1,94598
2013,2,27,2,92270
2013,2,27,3,74144
2013,2,27,4,61138
2013,2,27,5,46684
2013,2,28,1,93769
2013,2,28,2,92844
2013,2,28,3,75195
2013,2,28,4,61923
2013,2,28,5,47298
2013,2,29,1,91103
2013,2,29,2,90954
2013,2,29,3,74141
2013,2,29,4,61865
2013,2,29,5,47785
2013,2,30,1,90672
2013,2,30,2,90692
2013,2,30,3,75684
2013,2,30,4,63225
2013,2,30,5,50569
2013,2,31,1,88924
2013,2,31,2,88856
2013,2,31,3,75412
2013,2,31,4,65146
2013,2,31,5,53358
2013,2,32,1,86380
2013,2,32,2,87896
2013,2,32,3,75810
2013,2,32,4,67641
2013,2,32,5,56685
2013,2,33,1,84946
2013,2,33,2,86152
2013,2,33,3,76190
2013,2,33,4,68037
2013,2,33,5,59534
2013,2,34,1,78335
2013,2,34,2,80876
2013,2,34,3,72795
2013,2,34,4,66670
2013,2,34,5,59783
2013,2,35,1,71794
2013,2,35,2,73454
2013,2,35,3,66895
2013,2,35,4,62527
2013,2,35,5,58902
2013,2,36,1,68919
2013,2,36,2,70723
2013,2,36,3,65310
2013,2,36,4,63008
2013,2,36,5,60312
2013,2,37,1,70017
2013,2,37,2,70893
2013,2,37,3,66680
2013,2,37,4,64397
2013,2,37,5,63241
2013,2,38,1,69161
2013,2,38,2,70594
2013,2,38,3,68223
2013,2,38,4,66923
2013,2,38,5,67092
2013,2,39,1,69237
2013,2,39,2,70343
2013,2,39,3,69078
2013,2,39,4,69581
2013,2,39,5,70435
2013,2,40,1,70695
2013,2,40,2,72542
2013,2,40,3,72173
2013,2,40,4,73067
2013,2,40,5,74954
2013,2,41,1,72549
2013,2,41,2,74779
2013,2,41,3,75526
2013,2,41,4,76398
2013,2,41,5,79439
2013,2,42,1,75257
2013,2,42,2,76588
2013,2,42,3,78274
2013,2,42,4,80154
2013,2,42,5,83250
2013,2,43,1,73499
2013,2,43,2,74837
2013,2,43,3,76248
2013,2,43,4,78047
2013,2,43,5,80910
2013,2,44,1,74146
2013,2,44,2,76471
2013,2,44,3,78216
2013,2,44,4,80593
2013,2,44,5,83689
2013,2,45,1,72994
2013,2,45,2,75799
2013,2,45,3,78953
2013,2,45,4,80966
2013,2,45,5,83812
2013,2,46,1,72728
2013,2,46,2,75882
2013,2,46,3,79640
2013,2,46,4,82857
2013,2,46,5,85685
2013,2,47,1,72561
2013,2,47,2,75765
2013,2,47,3,80391
2013,2,47,4,83346
2013,2,47,5,87146
2013,2,48,1,72210
2013,2,48,2,75901
2013,2,48,3,80694
2013,2,48,4,84152
2013,2,48,5,87902
2013,2,49,1,70385
2013,2,49,2,74497
2013,2,49,3,80310
2013,2,49,4,83860
2013,2,49,5,87639
2013,2,50,1,69049
2013,2,50,2,73099
2013,2,50,3,78444
2013,2,50,4,81893
2013,2,50,5,85531
2013,2,51,1,67336
2013,2,51,2,71484
2013,2,51,3,77014
2013,2,51,4,79793
2013,2,51,5,82946
2013,2,52,1,64258
2013,2,52,2,68752
2013,2,52,3,74081
2013,2,52,4,77438
2013,2,52,5,80506
2013,2,53,1,62010
2013,2,53,2,66236
2013,2,53,3,71522
2013,2,53,4,74545
2013,2,53,5,76140
2013,2,54,1,59532
2013,2,54,2,64164
2013,2,54,3,70693
2013,2,54,4,72921
2013,2,54,5,75297
2013,2,55,1,57711
2013,2,55,2,62837
2013,2,55,3,68664
2013,2,55,4,72074
2013,2,55,5,73717
2013,2,56,1,55510
2013,2,56,2,60647
2013,2,56,3,66850
2013,2,56,4,69321
2013,2,56,5,70789
2013,2,57,1,53128
2013,2,57,2,58176
2013,2,57,3,64965
2013,2,57,4,67095
2013,2,57,5,68275
2013,2,58,1,50202
2013,2,58,2,55956
2013,2,58,3,63224
2013,2,58,4,65671
2013,2,58,5,66333
2013,2,59,1,49947
2013,2,59,2,56168
2013,2,59,3,63763
2013,2,59,4,66572
2013,2,59,5,67046
2013,2,60,1,48441
2013,2,60,2,54485
2013,2,60,3,63301
2013,2,60,4,66129
2013,2,60,5,66961
2013,2,61,1,46748
2013,2,61,2,53164
2013,2,61,3,61783
2013,2,61,4,65103
2013,2,61,5,65707
2013,2,62,1,45802
2013,2,62,2,53301
2013,2,62,3,62615
2013,2,62,4,66233
2013,2,62,5,67021
2013,2,63,1,46247
2013,2,63,2,54543
2013,2,63,3,64314
2013,2,63,4,68322
2013,2,63,5,69383
2013,2,64,1,46393
2013,2,64,2,55221
2013,2,64,3,65462
2013,2,64,4,70681
2013,2,64,5,72407
2013,2,65,1,47180
2013,2,65,2,57685
2013,2,65,3,69888
2013,2,65,4,75990
2013,2,65,5,77756
2013,2,66,1,50064
2013,2,66,2,61157
2013,2,66,3,76439
2013,2,66,4,83034
2013,2,66,5,85612
2013,2,67,1,39181
2013,2,67,2,48275
2013,2,67,3,59272
2013,2,67,4,64059
2013,2,67,5,65426
2013,2,68,1,37891
2013,2,68,2,46553
2013,2,68,3,57908
2013,2,68,4,62303
2013,2,68,5,64238
2013,2,69,1,37551
2013,2,69,2,46183
2013,2,69,3,57434
2013,2,69,4,62516
2013,2,69,5,64524
2013,2,70,1,36655
2013,2,70,2,43480
2013,2,70,3,53558
2013,2,70,4,58036
2013,2,70,5,59220
2013,2,71,1,34059
2013,2,71,2,40312
2013,2,71,3,48191
2013,2,71,4,51602
2013,2,71,5,51522
2013,2,72,1,31846
2013,2,72,2,36966
2013,2,72,3,43249
2013,2,72,4,45970
2013,2,72,5,46453
2013,2,73,1,33436
2013,2,73,2,38193
2013,2,73,3,45231
2013,2,73,4,47838
2013,2,73,5,48493
2013,2,74,1,33019
2013,2,74,2,37807
2013,2,74,3,44955
2013,2,74,4,47690
2013,2,74,5,49070
2013,2,75,1,32527
2013,2,75,2,37289
2013,2,75,3,43428
2013,2,75,4,46350
2013,2,75,5,47306
2013,2,76,1,31001
2013,2,76,2,35489
2013,2,76,3,41531
2013,2,76,4,44287
2013,2,76,5,45587
2013,2,77,1,29786
2013,2,77,2,34184
2013,2,77,3,40241
2013,2,77,4,42089
2013,2,77,5,43212
2013,2,78,1,28356
2013,2,78,2,32978
2013,2,78,3,38235
2013,2,78,4,40018
2013,2,78,5,41481
2013,2,79,1,26484
2013,2,79,2,30585
2013,2,79,3,35723
2013,2,79,4,37728
2013,2,79,5,38650
2013,2,80,1,25501
2013,2,80,2,29583
2013,2,80,3,34623
2013,2,80,4,36338
2013,2,80,5,36484
2013,2,81,1,25246
2013,2,81,2,29191
2013,2,81,3,33942
2013,2,81,4,35165
2013,2,81,5,35860
2013,2,82,1,24293
2013,2,82,2,28430
2013,2,82,3,32564
2013,2,82,4,33514
2013,2,82,5,34647
2013,2,83,1,22649
2013,2,83,2,26759
2013,2,83,3,30639
2013,2,83,4,32127
2013,2,83,5,32368
2013,2,84,1,20420
2013,2,84,2,24334
2013,2,84,3,28113
2013,2,84,4,28928
2013,2,84,5,29414
2013,2,85,1,18636
2013,2,85,2,22248
2013,2,85,3,25418
2013,2,85,4,26187
2013,2,85,5,26486
2013,2,86,1,17184
2013,2,86,2,20378
2013,2,86,3,23311
2013,2,86,4,23879
2013,2,86,5,24105
2013,2,87,1,15780
2013,2,87,2,18855
2013,2,87,3,21386
2013,2,87,4,21792
2013,2,87,5,21765
2013,2,88,1,14073
2013,2,88,2,16935
2013,2,88,3,19140
2013,2,88,4,19716
2013,2,88,5,19135
2013,2,89,1,12255
2013,2,89,2,14928
2013,2,89,3,17200
2013,2,89,4,17545
2013,2,89,5,17207
2013,2,"90+",1,49062
2013,2,"90+",2,60918
2013,2,"90+",3,71028
2013,2,"90+",4,72852
2013,2,"90+",5,69237
2014,1,0,1,89913
2014,1,0,2,77235
2014,1,0,3,64200
2014,1,0,4,57528
2014,1,0,5,51444
2014,1,1,1,91986
2014,1,1,2,78515
2014,1,1,3,66178
2014,1,1,4,59328
2014,1,1,5,54339
2014,1,2,1,93934
2014,1,2,2,79891
2014,1,2,3,67440
2014,1,2,4,62090
2014,1,2,5,58697
2014,1,3,1,90352
2014,1,3,2,76008
2014,1,3,3,66660
2014,1,3,4,61847
2014,1,3,5,60709
2014,1,4,1,88010
2014,1,4,2,73754
2014,1,4,3,64932
2014,1,4,4,61101
2014,1,4,5,61649
2014,1,5,1,86403
2014,1,5,2,72066
2014,1,5,3,63913
2014,1,5,4,60598
2014,1,5,5,61802
2014,1,6,1,85816
2014,1,6,2,72158
2014,1,6,3,64252
2014,1,6,4,62018
2014,1,6,5,63882
2014,1,7,1,82221
2014,1,7,2,69073
2014,1,7,3,61890
2014,1,7,4,60626
2014,1,7,5,63358
2014,1,8,1,79501
2014,1,8,2,66821
2014,1,8,3,60629
2014,1,8,4,59741
2014,1,8,5,62889
2014,1,9,1,74837
2014,1,9,2,63074
2014,1,9,3,58131
2014,1,9,4,57656
2014,1,9,5,61794
2014,1,10,1,71641
2014,1,10,2,61347
2014,1,10,3,57297
2014,1,10,4,57695
2014,1,10,5,61978
2014,1,11,1,69592
2014,1,11,2,59032
2014,1,11,3,55598
2014,1,11,4,56001
2014,1,11,5,61266
2014,1,12,1,67329
2014,1,12,2,57987
2014,1,12,3,54604
2014,1,12,4,55747
2014,1,12,5,60155
2014,1,13,1,68058
2014,1,13,2,58797
2014,1,13,3,56251
2014,1,13,4,57440
2014,1,13,5,61959
2014,1,14,1,68964
2014,1,14,2,60475
2014,1,14,3,58163
2014,1,14,4,59889
2014,1,14,5,64232
2014,1,15,1,70249
2014,1,15,2,62494
2014,1,15,3,60526
2014,1,15,4,62164
2014,1,15,5,66022
2014,1,16,1,70842
2014,1,16,2,63381
2014,1,16,3,61849
2014,1,16,4,62833
2014,1,16,5,66565
2014,1,17,1,73494
2014,1,17,2,65518
2014,1,17,3,63488
2014,1,17,4,64238
2014,1,17,5,68423
2014,1,18,1,73638
2014,1,18,2,68939
2014,1,18,3,63861
2014,1,18,4,64488
2014,1,18,5,67438
2014,1,19,1,73947
2014,1,19,2,74475
