year,sex,qimd,agegroup,deaths
2006,1,3,30-34,261
2006,1,3,35-39,435
2006,1,3,40-44,608
2006,1,3,45-49,861
2006,1,3,50-54,1253
2006,1,3,55-59,2105
2006,1,3,60-64,2833
2006,1,3,65-69,3836
2006,1,3,70-74,5220
2006,1,3,75-79,7350
2006,1,3,80-84,8817
2006,1,3,85-89,6788
2006,1,3,90+,4898
2006,1,4,<1,231
2006,1,4,01-04,37
2006,1,4,05-09,38
2006,1,4,10-14,38
2006,1,4,15-19,137
2006,1,4,20-24,150
2006,1,4,25-29,165
2006,1,4,30-34,219
2006,1,4,35-39,285
2006,1,4,40-44,440
2006,1,4,45-49,665
2006,1,4,50-54,1045
2006,1,4,55-59,1850
2006,1,4,60-64,2644
2006,1,4,65-69,3496
2006,1,4,70-74,5047
2006,1,4,75-79,7014
2006,1,4,80-84,8401
2006,1,4,85-89,6811
2006,1,4,90+,5059
2006,1,5,<1,188
2006,1,5,01-04,39
2006,1,5,05-09,22
2006,1,5,10-14,43
2006,1,5,15-19,112
2006,1,5,20-24,113
2006,1,5,25-29,152
2006,1,5,30-34,200
2006,1,5,35-39,246
2006,1,5,40-44,399
2006,1,5,45-49,553
2006,1,5,50-54,845
2006,1,5,55-59,1550
2006,1,5,60-64,2209
2006,1,5,65-69,2765
2006,1,5,70-74,4345
2006,1,5,75-79,6129
2006,1,5,80-84,7408
2006,1,5,85-89,5919
2006,1,5,90+,4526
2006,2,1,<1,549
2006,2,1,01-04,84
2006,2,1,05-09,35
2006,2,1,10-14,51
2006,2,1,15-19,86
2006,2,1,20-24,111
2006,2,1,25-29,187
2006,2,1,30-34,252
2006,2,1,35-39,388
2006,2,1,40-44,633
2006,2,1,45-49,924
2006,2,1,50-54,1184
2006,2,1,55-59,1770
2006,2,1,60-64,2222
2006,2,1,65-69,3221
2006,2,1,70-74,4711
2006,2,1,75-79,7160
2006,2,1,80-84,9297
2006,2,1,85-89,8865
2006,2,1,90+,9372
2006,2,2,<1,307
2006,2,2,01-04,63
2006,2,2,05-09,34
2006,2,2,10-14,34
2006,2,2,15-19,80
2006,2,2,20-24,98
2006,2,2,25-29,124
2006,2,2,30-34,178
2006,2,2,35-39,314
2006,2,2,40-44,478
2006,2,2,45-49,628
2006,2,2,50-54,944
2006,2,2,55-59,1544
2006,2,2,60-64,2022
2006,2,2,65-69,2706
2006,2,2,70-74,4048
2006,2,2,75-79,6642
2006,2,2,80-84,9542
2006,2,2,85-89,9817
2006,2,2,90+,11294
2006,2,3,<1,216
2006,2,3,01-04,33
2006,2,3,05-09,16
2006,2,3,10-14,27
2006,2,3,15-19,75
2006,2,3,20-24,75
2006,2,3,25-29,89
2006,2,3,30-34,136
2006,2,3,35-39,273
2006,2,3,40-44,411
2006,2,3,45-49,564
2006,2,3,50-54,827
2006,2,3,55-59,1383
2006,2,3,60-64,1850
2006,2,3,65-69,2543
2006,2,3,70-74,3903
2006,2,3,75-79,6489
2006,2,3,80-84,9704
2006,2,3,85-89,10354
2006,2,3,90+,13322
2006,2,4,<1,212
2006,2,4,01-04,30
2006,2,4,05-09,24
2006,2,4,10-14,20
2006,2,4,15-19,66
2006,2,4,20-24,71
2006,2,4,25-29,82
2006,2,4,30-34,117
2006,2,4,35-39,232
2006,2,4,40-44,334
2006,2,4,45-49,538
2006,2,4,50-54,725
2006,2,4,55-59,1329
2006,2,4,60-64,1779
2006,2,4,65-69,2404
2006,2,4,70-74,3599
2006,2,4,75-79,5833
2006,2,4,80-84,9055
2006,2,4,85-89,9954
2006,2,4,90+,12847
2006,2,5,<1,146
2006,2,5,01-04,40
2006,2,5,05-09,14
2006,2,5,10-14,19
2006,2,5,15-19,52
2006,2,5,20-24,58
2006,2,5,25-29,65
2006,2,5,30-34,71
2006,2,5,35-39,173
2006,2,5,40-44,325
2006,2,5,45-49,469
2006,2,5,50-54,746
2006,2,5,55-59,1202
2006,2,5,60-64,1538
2006,2,5,65-69,1958
2006,2,5,70-74,3070
2006,2,5,75-79,4852
2006,2,5,80-84,7417
2006,2,5,85-89,8353
2006,2,5,90+,10904
2007,1,1,<1,663
2007,1,1,01-04,105
2007,1,1,05-09,65
2007,1,1,10-14,66
2007,1,1,15-19,190
2007,1,1,20-24,352
2007,1,1,25-29,433
2007,1,1,30-34,613
2007,1,1,35-39,877
2007,1,1,40-44,1212
2007,1,1,45-49,1482
2007,1,1,50-54,2034
2007,1,1,55-59,2971
2007,1,1,60-64,3943
2007,1,1,65-69,4861
2007,1,1,70-74,6024
2007,1,1,75-79,7377
2007,1,1,80-84,7935
2007,1,1,85-89,5864
2007,1,1,90+,3240
2007,1,2,<1,424
2007,1,2,01-04,87
2007,1,2,05-09,34
2007,1,2,10-14,43
2007,1,2,15-19,154
2007,1,2,20-24,257
2007,1,2,25-29,310
2007,1,2,30-34,368
2007,1,2,35-39,560
2007,1,2,40-44,784
2007,1,2,45-49,1118
2007,1,2,50-54,1470
2007,1,2,55-59,2211
2007,1,2,60-64,3179
2007,1,2,65-69,3976
2007,1,2,70-74,5312
2007,1,2,75-79,7174
2007,1,2,80-84,8087
2007,1,2,85-89,6442
2007,1,2,90+,4080
2007,1,3,<1,282
2007,1,3,01-04,58
2007,1,3,05-09,24
2007,1,3,10-14,36
2007,1,3,15-19,159
2007,1,3,20-24,221
2007,1,3,25-29,229
2007,1,3,30-34,294
2007,1,3,35-39,392
2007,1,3,40-44,586
2007,1,3,45-49,762
2007,1,3,50-54,1162
2007,1,3,55-59,1995
2007,1,3,60-64,3041
2007,1,3,65-69,3817
2007,1,3,70-74,5078
2007,1,3,75-79,7292
2007,1,3,80-84,8599
2007,1,3,85-89,7320
2007,1,3,90+,5147
2007,1,4,<1,212
2007,1,4,01-04,31
2007,1,4,05-09,25
2007,1,4,10-14,31
2007,1,4,15-19,122
2007,1,4,20-24,168
2007,1,4,25-29,167
2007,1,4,30-34,213
2007,1,4,35-39,325
2007,1,4,40-44,437
2007,1,4,45-49,678
2007,1,4,50-54,983
2007,1,4,55-59,1798
2007,1,4,60-64,2683
2007,1,4,65-69,3450
2007,1,4,70-74,4885
2007,1,4,75-79,7034
2007,1,4,80-84,8386
2007,1,4,85-89,7095
2007,1,4,90+,5063
2007,1,5,<1,170
2007,1,5,01-04,40
2007,1,5,05-09,21
2007,1,5,10-14,29
2007,1,5,15-19,106
2007,1,5,20-24,136
2007,1,5,25-29,114
2007,1,5,30-34,152
2007,1,5,35-39,227
2007,1,5,40-44,404
2007,1,5,45-49,530
2007,1,5,50-54,833
2007,1,5,55-59,1503
2007,1,5,60-64,2228
2007,1,5,65-69,2849
2007,1,5,70-74,4216
2007,1,5,75-79,6005
2007,1,5,80-84,7292
2007,1,5,85-89,6431
2007,1,5,90+,4613
2007,2,1,<1,493
2007,2,1,01-04,81
2007,2,1,05-09,33
2007,2,1,10-14,51
2007,2,1,15-19,81
2007,2,1,20-24,141
2007,2,1,25-29,170
2007,2,1,30-34,246
2007,2,1,35-39,438
2007,2,1,40-44,630
2007,2,1,45-49,877
2007,2,1,50-54,1171
2007,2,1,55-59,1715
2007,2,1,60-64,2394
2007,2,1,65-69,3115
2007,2,1,70-74,4650
2007,2,1,75-79,6865
2007,2,1,80-84,9128
2007,2,1,85-89,9366
2007,2,1,90+,9265
2007,2,2,<1,311
2007,2,2,01-04,39
2007,2,2,05-09,27
2007,2,2,10-14,31
2007,2,2,15-19,54
2007,2,2,20-24,88
2007,2,2,25-29,127
2007,2,2,30-34,166
2007,2,2,35-39,292
2007,2,2,40-44,518
2007,2,2,45-49,694
2007,2,2,50-54,944
2007,2,2,55-59,1335
2007,2,2,60-64,2035
2007,2,2,65-69,2654
2007,2,2,70-74,3956
2007,2,2,75-79,6294
2007,2,2,80-84,9255
2007,2,2,85-89,10150
2007,2,2,90+,11530
2007,2,3,<1,239
2007,2,3,01-04,35
2007,2,3,05-09,25
2007,2,3,10-14,27
2007,2,3,15-19,53
2007,2,3,20-24,75
2007,2,3,25-29,90
2007,2,3,30-34,130
2007,2,3,35-39,220
2007,2,3,40-44,435
2007,2,3,45-49,586
2007,2,3,50-54,820
2007,2,3,55-59,1363
2007,2,3,60-64,2060
2007,2,3,65-69,2585
2007,2,3,70-74,3803
2007,2,3,75-79,6180
2007,2,3,80-84,9437
2007,2,3,85-89,11063
2007,2,3,90+,13619
2007,2,4,<1,179
2007,2,4,01-04,33
2007,2,4,05-09,10
2007,2,4,10-14,33
2007,2,4,15-19,71
2007,2,4,20-24,66
2007,2,4,25-29,60
2007,2,4,30-34,120
2007,2,4,35-39,189
2007,2,4,40-44,351
2007,2,4,45-49,525
2007,2,4,50-54,757
2007,2,4,55-59,1346
2007,2,4,60-64,1932
2007,2,4,65-69,2288
2007,2,4,70-74,3555
2007,2,4,75-79,5802
2007,2,4,80-84,8896
2007,2,4,85-89,10533
2007,2,4,90+,13085
2007,2,5,<1,154
2007,2,5,01-04,29
2007,2,5,05-09,18
2007,2,5,10-14,31
2007,2,5,15-19,65
2007,2,5,20-24,57
2007,2,5,25-29,56
2007,2,5,30-34,93
2007,2,5,35-39,181
2007,2,5,40-44,285
2007,2,5,45-49,455
2007,2,5,50-54,699
2007,2,5,55-59,1072
2007,2,5,60-64,1631
2007,2,5,65-69,1916
2007,2,5,70-74,2939
2007,2,5,75-79,4930
2007,2,5,80-84,7480
2007,2,5,85-89,8793
2007,2,5,90+,11195
2008,1,1,<1,706
2008,1,1,01-04,92
2008,1,1,05-09,53
2008,1,1,10-14,60
2008,1,1,15-19,213
2008,1,1,20-24,358
2008,1,1,25-29,440
2008,1,1,30-34,583
2008,1,1,35-39,896
2008,1,1,40-44,1200
2008,1,1,45-49,1623
2008,1,1,50-54,2079
2008,1,1,55-59,2847
2008,1,1,60-64,4019
2008,1,1,65-69,4759
2008,1,1,70-74,6197
2008,1,1,75-79,7315
2008,1,1,80-84,7604
2008,1,1,85-89,6169
2008,1,1,90+,3185
2008,1,2,<1,419
2008,1,2,01-04,62
2008,1,2,05-09,41
2008,1,2,10-14,33
2008,1,2,15-19,147
2008,1,2,20-24,250
2008,1,2,25-29,332
2008,1,2,30-34,372
2008,1,2,35-39,582
2008,1,2,40-44,860
2008,1,2,45-49,1094
2008,1,2,50-54,1427
2008,1,2,55-59,2191
2008,1,2,60-64,3230
2008,1,2,65-69,3963
2008,1,2,70-74,5201
2008,1,2,75-79,7073
2008,1,2,80-84,8065
2008,1,2,85-89,6969
2008,1,2,90+,4307
2008,1,3,<1,264
2008,1,3,01-04,44
2008,1,3,05-09,15
2008,1,3,10-14,27
2008,1,3,15-19,132
2008,1,3,20-24,220
2008,1,3,25-29,223
2008,1,3,30-34,267
2008,1,3,35-39,394
2008,1,3,40-44,621
2008,1,3,45-49,840
2008,1,3,50-54,1148
2008,1,3,55-59,1836
2008,1,3,60-64,3078
2008,1,3,65-69,3713
2008,1,3,70-74,5284
2008,1,3,75-79,7088
2008,1,3,80-84,8378
2008,1,3,85-89,7761
2008,1,3,90+,5052
2008,1,4,<1,221
2008,1,4,01-04,36
2008,1,4,05-09,22
2008,1,4,10-14,39
2008,1,4,15-19,129
2008,1,4,20-24,179
2008,1,4,25-29,161
2008,1,4,30-34,208
2008,1,4,35-39,332
2008,1,4,40-44,464
2008,1,4,45-49,714
2008,1,4,50-54,1006
2008,1,4,55-59,1635
2008,1,4,60-64,2778
2008,1,4,65-69,3418
2008,1,4,70-74,4841
2008,1,4,75-79,6934
2008,1,4,80-84,8463
2008,1,4,85-89,7845
2008,1,4,90+,5148
2008,1,5,<1,200
2008,1,5,01-04,30
2008,1,5,05-09,32
2008,1,5,10-14,20
2008,1,5,15-19,108
2008,1,5,20-24,147
2008,1,5,25-29,122
2008,1,5,30-34,153
2008,1,5,35-39,282
2008,1,5,40-44,371
2008,1,5,45-49,590
2008,1,5,50-54,870
2008,1,5,55-59,1336
2008,1,5,60-64,2303
2008,1,5,65-69,2833
2008,1,5,70-74,4241
2008,1,5,75-79,6125
2008,1,5,80-84,7417
2008,1,5,85-89,6936
2008,1,5,90+,4730
2008,2,1,<1,532
2008,2,1,01-04,80
2008,2,1,05-09,45
2008,2,1,10-14,30
2008,2,1,15-19,87
2008,2,1,20-24,144
2008,2,1,25-29,189
2008,2,1,30-34,255
2008,2,1,35-39,431
2008,2,1,40-44,699
2008,2,1,45-49,891
2008,2,1,50-54,1236
2008,2,1,55-59,1699
2008,2,1,60-64,2464
2008,2,1,65-69,3158
2008,2,1,70-74,4573
2008,2,1,75-79,6752
2008,2,1,80-84,8846
2008,2,1,85-89,9956
2008,2,1,90+,9298
2008,2,2,<1,329
2008,2,2,01-04,56
2008,2,2,05-09,30
2008,2,2,10-14,26
2008,2,2,15-19,72
2008,2,2,20-24,92
2008,2,2,25-29,133
2008,2,2,30-34,182
2008,2,2,35-39,301
2008,2,2,40-44,523
2008,2,2,45-49,730
2008,2,2,50-54,966
2008,2,2,55-59,1418
2008,2,2,60-64,2120
2008,2,2,65-69,2585
2008,2,2,70-74,3995
2008,2,2,75-79,6256
2008,2,2,80-84,8980
2008,2,2,85-89,10965
2008,2,2,90+,11484
2008,2,3,<1,212
2008,2,3,01-04,50
2008,2,3,05-09,25
2008,2,3,10-14,27
2008,2,3,15-19,57
2008,2,3,20-24,75
2008,2,3,25-29,89
2008,2,3,30-34,147
2008,2,3,35-39,217
2008,2,3,40-44,387
2008,2,3,45-49,604
2008,2,3,50-54,888
2008,2,3,55-59,1217
2008,2,3,60-64,2046
2008,2,3,65-69,2463
2008,2,3,70-74,3857
2008,2,3,75-79,6122
2008,2,3,80-84,9262
2008,2,3,85-89,11576
2008,2,3,90+,13464
2008,2,4,<1,155
2008,2,4,01-04,33
2008,2,4,05-09,10
2008,2,4,10-14,18
2008,2,4,15-19,57
2008,2,4,20-24,69
2008,2,4,25-29,63
2008,2,4,30-34,124
2008,2,4,35-39,187
2008,2,4,40-44,339
2008,2,4,45-49,525
2008,2,4,50-54,768
2008,2,4,55-59,1159
2008,2,4,60-64,1936
2008,2,4,65-69,2408
2008,2,4,70-74,3555
2008,2,4,75-79,5615
2008,2,4,80-84,8703
2008,2,4,85-89,11233
2008,2,4,90+,13458
2008,2,5,<1,146
2008,2,5,01-04,32
2008,2,5,05-09,18
2008,2,5,10-14,23
2008,2,5,15-19,50
2008,2,5,20-24,47
2008,2,5,25-29,68
2008,2,5,30-34,99
2008,2,5,35-39,186
2008,2,5,40-44,306
2008,2,5,45-49,430
2008,2,5,50-54,670
2008,2,5,55-59,1076
2008,2,5,60-64,1725
2008,2,5,65-69,1974
2008,2,5,70-74,2950
2008,2,5,75-79,4844
2008,2,5,80-84,7472
2008,2,5,85-89,9570
2008,2,5,90+,11447
2009,1,1,<1,604
2009,1,1,01-04,79
2009,1,1,05-09,51
2009,1,1,10-14,41
2009,1,1,15-19,180
2009,1,1,20-24,343
2009,1,1,25-29,456
2009,1,1,30-34,551
2009,1,1,35-39,860
2009,1,1,40-44,1283
2009,1,1,45-49,1509
2009,1,1,50-54,2006
2009,1,1,55-59,2789
2009,1,1,60-64,3918
2009,1,1,65-69,4542
2009,1,1,70-74,5985
2009,1,1,75-79,7018
2009,1,1,80-84,7266
2009,1,1,85-89,6114
2009,1,1,90+,3004
2009,1,2,<1,426
2009,1,2,01-04,44
2009,1,2,05-09,33
2009,1,2,10-14,43
2009,1,2,15-19,161
2009,1,2,20-24,237
2009,1,2,25-29,313
2009,1,2,30-34,326
2009,1,2,35-39,586
2009,1,2,40-44,823
2009,1,2,45-49,1110
2009,1,2,50-54,1461
2009,1,2,55-59,2091
2009,1,2,60-64,3115
2009,1,2,65-69,3884
2009,1,2,70-74,5168
2009,1,2,75-79,6629
2009,1,2,80-84,7805
2009,1,2,85-89,7129
2009,1,2,90+,4119
2009,1,3,<1,290
2009,1,3,01-04,41
2009,1,3,05-09,19
2009,1,3,10-14,45
2009,1,3,15-19,129
2009,1,3,20-24,172
2009,1,3,25-29,193
2009,1,3,30-34,239
2009,1,3,35-39,395
2009,1,3,40-44,620
2009,1,3,45-49,893
2009,1,3,50-54,1151
2009,1,3,55-59,1856
2009,1,3,60-64,2992
2009,1,3,65-69,3673
2009,1,3,70-74,4987
2009,1,3,75-79,6855
2009,1,3,80-84,8301
2009,1,3,85-89,7944
2009,1,3,90+,5107
2009,1,4,<1,223
2009,1,4,01-04,30
2009,1,4,05-09,21
2009,1,4,10-14,19
2009,1,4,15-19,123
2009,1,4,20-24,153
2009,1,4,25-29,182
2009,1,4,30-34,207
2009,1,4,35-39,350
2009,1,4,40-44,499
2009,1,4,45-49,692
2009,1,4,50-54,958
2009,1,4,55-59,1633
2009,1,4,60-64,2784
2009,1,4,65-69,3350
2009,1,4,70-74,4847
2009,1,4,75-79,6623
2009,1,4,80-84,8337
2009,1,4,85-89,7909
2009,1,4,90+,4984
2009,1,5,<1,198
2009,1,5,01-04,32
2009,1,5,05-09,17
2009,1,5,10-14,33
2009,1,5,15-19,118
2009,1,5,20-24,136
2009,1,5,25-29,123
2009,1,5,30-34,162
2009,1,5,35-39,231
2009,1,5,40-44,396
2009,1,5,45-49,573
2009,1,5,50-54,824
2009,1,5,55-59,1323
2009,1,5,60-64,2251
2009,1,5,65-69,2854
2009,1,5,70-74,4125
2009,1,5,75-79,5834
2009,1,5,80-84,7398
2009,1,5,85-89,7200
2009,1,5,90+,4623
2009,2,1,<1,488
2009,2,1,01-04,70
