year,sex,qimd,agegroup,deaths,agegrp,C18,C19,C20,C33,C34,C50,E11,F00_03,I20_25,I48,I60_69,J40_47,N390,pops
2004,women,5 least deprived,05-09,21,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,300275
2004,women,5 least deprived,10-14,23,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,320676
2004,women,5 least deprived,15-19,55,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,304495
2004,women,5 least deprived,20-24,63,20-24,0,0,0,0,1,1,0,0,0,0,1,0,0,226661
2004,women,5 least deprived,25-29,67,25-29,1,0,0,0,1,3,0,0,0,0,1,0,0,236628
2004,women,5 least deprived,30-34,98,30-34,2,0,1,0,1,13,0,0,0,0,2,0,0,329665
2004,women,5 least deprived,35-39,193,35-39,5,1,1,0,4,37,0,0,4,0,6,0,0,409112
2004,women,5 least deprived,40-44,300,40-44,6,1,5,0,12,76,0,0,4,0,16,0,1,418660
2004,women,5 least deprived,45-49,465,45-49,10,2,4,0,27,125,1,0,10,0,20,3,2,369137
2004,women,5 least deprived,50-54,676,50-54,17,6,7,0,44,144,0,1,23,0,26,5,3,352085
2004,women,5 least deprived,55-59,1223,55-59,30,9,14,0,92,236,1,3,60,1,67,31,1,381807
2004,women,5 least deprived,60-64,1458,60-64,54,9,7,0,149,219,0,4,88,0,66,41,5,283376
2004,women,5 least deprived,65-69,2066,65-69,72,12,16,0,163,207,1,11,204,5,120,79,7,247161
2004,women,5 least deprived,70-74,3188,70-74,99,16,22,0,206,200,5,42,419,10,273,141,19,215742
2004,women,5 least deprived,75-79,5110,75-79,133,10,40,0,288,239,10,124,808,17,619,250,39,181777
2004,women,5 least deprived,80-84,8196,80-84,171,8,47,0,262,240,22,316,1380,58,1285,334,99,148640
2004,women,5 least deprived,85-89,7934,85-89,95,12,34,0,116,181,13,389,1403,101,1284,214,113,75192
2004,women,5 least deprived,90+,10755,90+,94,4,35,1,59,181,19,615,1511,124,1695,168,178,50295
2005,men,1 most deprived,<1,679,<1,0,0,0,0,0,0,0,0,0,0,1,1,0,81811
2005,men,1 most deprived,01-04,91,01-04,0,0,0,0,0,0,0,0,0,0,2,1,0,293800
2005,men,1 most deprived,05-09,49,05-09,0,0,0,0,0,0,0,0,0,0,1,1,0,359953
2005,men,1 most deprived,10-14,85,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,365930
2005,men,1 most deprived,15-19,210,15-19,0,0,0,0,0,0,0,0,1,0,2,0,0,365198
2005,men,1 most deprived,20-24,372,20-24,0,0,0,0,1,0,0,0,3,0,4,3,0,395729
2005,men,1 most deprived,25-29,416,25-29,4,0,0,0,1,0,0,0,9,1,6,1,0,381210
2005,men,1 most deprived,30-34,614,30-34,2,2,2,0,2,0,0,0,15,0,17,1,0,386830
2005,men,1 most deprived,35-39,809,35-39,4,2,1,0,11,0,1,0,66,0,25,9,0,388268
2005,men,1 most deprived,40-44,1234,40-44,5,3,1,0,34,0,1,0,177,0,55,16,1,351373
2005,men,1 most deprived,45-49,1546,45-49,13,2,4,0,69,0,1,1,325,0,67,25,4,297832
2005,men,1 most deprived,50-54,2016,50-54,32,6,13,0,161,0,3,1,465,2,63,57,5,258972
2005,men,1 most deprived,55-59,2940,55-59,44,12,32,2,289,1,4,0,701,1,134,132,9,254006
2005,men,1 most deprived,60-64,3879,60-64,56,17,51,0,510,1,12,9,919,6,191,276,11,198522
2005,men,1 most deprived,65-69,5152,65-69,81,19,60,0,671,3,12,14,1244,7,297,400,20,182938
2005,men,1 most deprived,70-74,6611,70-74,153,20,69,0,741,2,31,50,1524,15,496,556,29,148966
2005,men,1 most deprived,75-79,7943,75-79,141,16,66,0,801,1,28,121,1706,22,642,754,65,115472
2005,men,1 most deprived,80-84,8208,80-84,136,19,56,1,561,3,32,149,1738,34,823,736,88,78317
2005,men,1 most deprived,85-89,5113,85-89,78,10,35,0,244,1,14,158,930,37,553,394,80,32509
2005,men,1 most deprived,90+,3196,90+,27,3,16,0,65,0,5,117,509,26,353,192,69,13120
2005,men,2,<1,381,<1,0,0,0,0,0,0,0,0,1,0,1,0,0,65579
2005,men,2,01-04,67,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,236435
2005,men,2,05-09,29,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,301815
2005,men,2,10-14,51,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,320847
2005,men,2,15-19,157,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,323999
2005,men,2,20-24,235,20-24,0,0,0,0,1,0,0,0,2,0,1,1,0,377503
2005,men,2,25-29,266,25-29,2,0,0,0,0,0,0,1,3,0,1,1,0,383541
2005,men,2,30-34,420,30-34,2,0,1,0,2,0,0,0,14,0,9,1,0,397996
2005,men,2,35-39,627,35-39,3,2,1,0,7,0,0,0,59,0,20,0,1,401749
2005,men,2,40-44,801,40-44,5,0,2,0,18,0,1,0,123,0,32,1,1,372274
2005,men,2,45-49,1037,45-49,11,1,7,0,55,1,0,0,177,0,44,10,2,315548
2005,men,2,50-54,1481,50-54,19,3,14,0,118,0,3,0,293,1,68,41,5,277816
2005,men,2,55-59,2381,55-59,56,9,21,0,259,2,0,5,491,0,101,90,3,286086
2005,men,2,60-64,3078,60-64,54,10,45,0,402,0,5,5,715,4,136,164,5,224488
2005,men,2,65-69,4153,65-69,99,17,47,1,470,2,5,18,976,8,211,265,18,194904
2005,men,2,70-74,5776,70-74,124,20,71,0,605,2,17,39,1277,10,358,416,22,162761
2005,men,2,75-79,7634,75-79,145,23,73,1,677,1,21,93,1635,30,660,618,59,129398
2005,men,2,80-84,8763,80-84,156,21,77,1,540,3,28,185,1843,47,868,639,105,89734
2005,men,2,85-89,5772,85-89,92,7,40,0,242,2,15,156,1138,29,644,411,69,38702
2005,men,2,90+,4072,90+,36,5,23,0,102,2,12,164,645,37,455,204,91,15859
2005,men,3,<1,311,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,57081
2005,men,3,01-04,41,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,214505
2005,men,3,05-09,30,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,285616
2005,men,3,10-14,34,10-14,0,0,0,0,0,0,0,0,0,0,2,0,0,308190
2005,men,3,15-19,137,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,312316
2005,men,3,20-24,197,20-24,2,1,0,0,0,0,0,0,0,0,3,0,0,333504
2005,men,3,25-29,214,25-29,1,1,0,0,0,0,0,0,5,0,2,0,0,330496
2005,men,3,30-34,283,30-34,0,0,1,0,2,0,0,0,15,0,3,2,0,362390
2005,men,3,35-39,440,35-39,0,0,1,0,7,0,1,0,29,0,17,0,0,392255
2005,men,3,40-44,581,40-44,4,1,4,0,17,0,1,0,83,0,20,4,0,383229
2005,men,3,45-49,858,45-49,14,2,7,0,44,0,2,1,144,0,48,6,1,336195
2005,men,3,50-54,1267,50-54,33,6,11,1,93,1,2,1,247,1,52,22,1,307728
2005,men,3,55-59,2099,55-59,50,10,22,0,189,2,1,3,458,1,84,58,3,335839
2005,men,3,60-64,2850,60-64,62,10,41,0,294,1,4,4,619,3,125,123,5,267971
2005,men,3,65-69,3882,65-69,116,20,49,0,409,1,10,17,894,5,182,204,10,227716
2005,men,3,70-74,5725,70-74,151,30,90,0,520,1,14,32,1296,14,367,326,34,190310
2005,men,3,75-79,7685,75-79,160,20,78,0,614,3,23,135,1682,29,688,518,55,148947
2005,men,3,80-84,9110,80-84,192,17,74,0,500,4,31,193,1935,39,869,574,114,101366
2005,men,3,85-89,6721,85-89,111,5,46,0,261,4,17,184,1359,45,767,367,104,45861
2005,men,3,90+,4972,90+,44,3,24,0,84,1,16,182,826,37,569,191,115,19512
2005,men,4,<1,224,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,52702
2005,men,4,01-04,35,01-04,0,0,0,0,0,0,0,0,0,0,2,1,0,209930
2005,men,4,05-09,24,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,290072
2005,men,4,10-14,37,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,314071
2005,men,4,15-19,151,15-19,2,0,0,0,0,0,0,0,1,0,1,1,0,312954
2005,men,4,20-24,154,20-24,0,0,0,0,0,0,0,0,2,0,0,1,0,293258
2005,men,4,25-29,141,25-29,0,0,0,0,1,0,0,0,4,0,1,0,1,280548
2005,men,4,30-34,225,30-34,0,0,0,0,1,0,0,0,9,0,6,1,0,328027
2005,men,4,35-39,331,35-39,0,0,0,0,2,0,0,0,37,0,8,0,0,384335
2005,men,4,40-44,497,40-44,7,0,4,0,21,0,1,0,59,0,11,2,0,395636
2005,men,4,45-49,720,45-49,14,4,14,0,39,0,0,0,140,0,28,3,0,355379
2005,men,4,50-54,1003,50-54,22,6,16,0,88,0,0,0,213,0,39,10,3,329855
2005,men,4,55-59,1914,55-59,56,8,44,0,161,0,3,3,407,1,76,39,5,368879
2005,men,4,60-64,2595,60-64,73,8,32,3,299,0,4,7,558,0,114,74,7,293025
2005,men,4,65-69,3608,65-69,113,21,40,0,368,3,5,12,753,6,186,169,15,243602
2005,men,4,70-74,5185,70-74,152,23,55,1,442,4,18,31,1138,8,330,244,24,201829
2005,men,4,75-79,7400,75-79,167,16,77,0,554,4,12,78,1669,22,684,406,46,156014
2005,men,4,80-84,8694,80-84,162,20,62,0,459,2,22,177,1843,40,882,521,95,104281
2005,men,4,85-89,6401,85-89,84,5,38,0,213,2,22,176,1294,41,747,369,77,45935
2005,men,4,90+,4924,90+,47,5,15,0,102,0,15,179,819,36,574,202,92,20170
2005,men,5 least deprived,<1,179,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,53382
2005,men,5 least deprived,01-04,41,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,224152
2005,men,5 least deprived,05-09,26,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,314336
2005,men,5 least deprived,10-14,47,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,339609
2005,men,5 least deprived,15-19,125,15-19,0,0,0,0,0,0,0,0,0,0,3,1,0,330482
2005,men,5 least deprived,20-24,160,20-24,1,0,0,0,0,0,0,0,1,0,0,0,0,254542
2005,men,5 least deprived,25-29,153,25-29,1,1,0,0,0,0,0,0,0,0,4,0,0,241549
2005,men,5 least deprived,30-34,200,30-34,0,1,0,0,1,0,0,0,3,0,5,0,0,302512
2005,men,5 least deprived,35-39,266,35-39,3,0,1,0,1,0,0,0,18,0,9,0,2,384385
2005,men,5 least deprived,40-44,377,40-44,9,1,2,0,18,0,0,0,54,0,10,1,0,414950
2005,men,5 least deprived,45-49,557,45-49,12,7,9,0,32,0,0,0,79,0,15,2,0,372850
2005,men,5 least deprived,50-54,884,50-54,28,4,10,0,63,3,1,0,159,1,40,7,2,339859
2005,men,5 least deprived,55-59,1594,55-59,50,9,31,0,147,1,0,1,310,1,65,17,0,373126
2005,men,5 least deprived,60-64,2084,60-64,63,15,41,0,198,3,2,5,452,2,79,63,3,287736
2005,men,5 least deprived,65-69,2976,65-69,97,11,52,0,286,1,2,9,588,2,177,112,6,234681
2005,men,5 least deprived,70-74,4423,70-74,130,17,55,0,390,4,7,36,925,13,289,169,15,196705
2005,men,5 least deprived,75-79,6120,75-79,152,24,71,0,425,0,15,72,1313,16,491,286,35,151653
2005,men,5 least deprived,80-84,7608,80-84,159,14,60,0,400,4,15,148,1575,45,801,384,63,99227
2005,men,5 least deprived,85-89,5605,85-89,89,7,39,0,200,0,12,171,1142,47,657,279,71,42714
2005,men,5 least deprived,90+,4487,90+,49,5,28,0,91,2,16,161,747,33,526,157,91,18874
2005,women,1 most deprived,<1,498,<1,0,0,0,0,0,0,0,0,1,0,2,0,0,78629
2005,women,1 most deprived,01-04,78,01-04,0,0,0,0,0,0,0,0,0,0,3,0,0,281634
2005,women,1 most deprived,05-09,41,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,344592
2005,women,1 most deprived,10-14,47,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,349096
2005,women,1 most deprived,15-19,98,15-19,0,0,0,0,0,1,0,0,0,0,1,0,1,364253
2005,women,1 most deprived,20-24,130,20-24,2,0,1,0,1,0,0,0,0,0,5,0,0,424334
2005,women,1 most deprived,25-29,167,25-29,0,0,0,0,1,1,0,0,1,0,2,0,0,397576
2005,women,1 most deprived,30-34,287,30-34,2,0,0,0,4,11,1,0,6,0,14,1,1,384739
2005,women,1 most deprived,35-39,418,35-39,1,2,1,0,13,38,0,0,18,0,26,1,0,387312
2005,women,1 most deprived,40-44,649,40-44,6,1,4,0,23,67,0,0,45,0,41,8,1,358169
2005,women,1 most deprived,45-49,832,45-49,16,1,5,0,51,84,1,0,57,1,50,24,4,299815
2005,women,1 most deprived,50-54,1221,50-54,15,1,11,0,126,124,3,0,104,1,61,43,6,256504
2005,women,1 most deprived,55-59,1793,55-59,32,3,10,1,222,173,2,5,180,1,108,92,4,251883
2005,women,1 most deprived,60-64,2190,60-64,39,5,7,0,287,143,3,7,310,1,123,170,12,204878
2005,women,1 most deprived,65-69,3381,65-69,67,12,28,0,444,139,9,12,530,8,197,305,22,197074
2005,women,1 most deprived,70-74,4838,70-74,99,10,32,1,513,171,20,42,823,20,387,505,43,179302
2005,women,1 most deprived,75-79,7545,75-79,124,13,29,1,618,201,24,140,1296,38,784,707,81,162107
2005,women,1 most deprived,80-84,10142,80-84,150,10,43,0,483,250,33,305,1797,92,1252,715,147,135538
2005,women,1 most deprived,85-89,8783,85-89,104,11,41,0,199,162,28,520,1426,98,1218,428,165,72977
2005,women,1 most deprived,90+,9617,90+,77,4,36,1,83,141,24,628,1488,116,1272,253,224,44510
2005,women,2,<1,312,<1,0,0,0,0,0,0,0,0,1,0,1,0,0,62097
2005,women,2,01-04,34,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,225025
2005,women,2,05-09,23,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,288817
2005,women,2,10-14,42,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,307836
2005,women,2,15-19,79,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,321385
2005,women,2,20-24,102,20-24,1,0,0,0,0,0,0,0,1,0,5,0,0,386615
2005,women,2,25-29,149,25-29,1,0,0,0,0,4,0,0,1,0,2,0,0,388328
2005,women,2,30-34,210,30-34,3,1,0,0,1,16,0,0,3,0,7,1,0,390466
2005,women,2,35-39,314,35-39,2,1,1,0,5,43,0,0,9,0,7,0,2,394504
2005,women,2,40-44,456,40-44,9,3,1,0,15,68,0,0,20,0,20,5,0,372949
2005,women,2,45-49,684,45-49,8,2,6,0,38,93,0,0,44,1,50,6,2,317073
2005,women,2,50-54,985,50-54,11,3,9,0,81,127,1,1,61,0,60,34,0,280909
2005,women,2,55-59,1508,55-59,38,3,9,0,160,178,3,2,131,0,71,74,13,291531
2005,women,2,60-64,1936,60-64,70,11,10,1,233,162,2,8,227,2,89,110,3,233821
2005,women,2,65-69,2916,65-69,70,15,26,0,300,189,6,15,421,4,188,201,21,214228
2005,women,2,70-74,4358,70-74,110,22,37,0,387,228,13,40,666,14,376,347,33,194991
2005,women,2,75-79,7074,75-79,149,13,36,0,535,253,22,148,1177,33,741,537,76,179084
2005,women,2,80-84,10158,80-84,167,14,41,1,433,299,36,353,1720,88,1346,631,175,151595
2005,women,2,85-89,9573,85-89,122,10,40,0,205,212,36,482,1686,91,1385,393,184,85500
2005,women,2,90+,11775,90+,79,4,41,0,93,206,29,722,1590,123,1638,245,262,52930
2005,women,3,<1,199,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,54199
2005,women,3,01-04,46,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,203487
2005,women,3,05-09,15,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,272546
2005,women,3,10-14,32,10-14,0,0,0,0,0,0,0,0,0,1,0,0,0,292719
2005,women,3,15-19,73,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,305277
2005,women,3,20-24,86,20-24,0,0,0,0,0,0,0,0,0,0,3,0,0,324446
2005,women,3,25-29,84,25-29,1,0,0,0,1,2,0,0,1,0,3,0,0,330606
2005,women,3,30-34,136,30-34,1,0,0,0,0,11,0,0,2,0,3,0,0,360321
2005,women,3,35-39,257,35-39,8,0,0,0,3,37,0,0,3,0,13,0,1,389054
2005,women,3,40-44,407,40-44,7,5,3,0,9,79,0,0,19,0,17,0,0,383538
2005,women,3,45-49,576,45-49,7,1,4,0,37,103,0,0,27,1,22,3,1,339251
2005,women,3,50-54,853,50-54,25,4,5,0,72,142,0,0,41,0,40,16,6,316359
2005,women,3,55-59,1469,55-59,52,6,22,0,132,224,1,1,104,0,59,50,5,344815
2005,women,3,60-64,1773,60-64,46,5,20,0,182,199,2,3,170,2,94,74,9,278732
2005,women,3,65-69,2691,65-69,79,7,21,0,266,209,6,8,315,1,166,158,15,243809
2005,women,3,70-74,4014,70-74,108,15,34,0,371,224,9,43,588,13,345,264,31,219123
2005,women,3,75-79,6664,75-79,142,7,49,0,413,288,16,129,1093,26,719,432,86,194903
2005,women,3,80-84,10400,80-84,197,14,74,0,396,298,39,407,1764,69,1420,569,148,164955
2005,women,3,85-89,10352,85-89,127,7,65,0,202,236,30,553,1725,110,1566,338,206,95339
2005,women,3,90+,13566,90+,112,9,43,0,92,232,43,818,1910,172,1946,230,252,60426
2005,women,4,<1,152,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,50713
2005,women,4,01-04,29,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,199767
2005,women,4,05-09,21,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,275237
2005,women,4,10-14,27,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,298737
2005,women,4,15-19,50,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,302817
2005,women,4,20-24,72,20-24,0,0,0,0,0,0,0,0,0,0,1,1,0,274270
2005,women,4,25-29,82,25-29,0,0,0,0,0,3,0,0,0,0,6,2,1,277302
2005,women,4,30-34,107,30-34,2,0,1,0,1,11,0,0,1,0,4,0,0,334881
2005,women,4,35-39,204,35-39,2,0,0,0,3,30,0,0,4,0,10,2,0,392693
2005,women,4,40-44,360,40-44,11,1,2,0,11,79,0,0,12,0,15,1,2,402826
2005,women,4,45-49,534,45-49,7,1,4,0,31,88,0,0,36,0,35,2,1,360575
2005,women,4,50-54,800,50-54,18,5,9,0,61,135,0,0,57,0,45,9,1,338945
2005,women,4,55-59,1378,55-59,50,3,14,0,114,243,2,4,81,1,61,31,3,379895
2005,women,4,60-64,1806,60-64,60,3,17,2,167,207,1,8,151,4,101,88,9,303438
2005,women,4,65-69,2469,65-69,104,12,22,0,238,201,5,11,260,4,148,123,19,258712
2005,women,4,70-74,3658,70-74,114,12,32,0,273,221,7,40,507,16,297,206,25,226054
2005,women,4,75-79,5981,75-79,131,3,48,1,365,258,14,134,886,33,687,334,67,196914
2005,women,4,80-84,9439,80-84,190,14,56,0,328,258,26,347,1603,90,1294,423,157,162157
2005,women,4,85-89,9732,85-89,144,11,40,0,183,187,18,467,1537,101,1545,298,166,91509
2005,women,4,90+,13318,90+,121,6,50,0,109,194,37,841,1786,159,1962,206,273,58508
2005,women,5 least deprived,<1,143,<1,0,0,0,0,0,0,0,0,1,0,0,0,0,50583
2005,women,5 least deprived,01-04,21,01-04,0,0,0,0,0,0,0,0,1,0,0,0,0,212476
2005,women,5 least deprived,05-09,25,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,297741
2005,women,5 least deprived,10-14,23,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,319978
2005,women,5 least deprived,15-19,51,15-19,0,0,0,0,0,1,0,0,0,0,3,0,0,309608
2005,women,5 least deprived,20-24,58,20-24,0,1,0,0,0,0,0,0,0,0,0,0,0,229526
2005,women,5 least deprived,25-29,67,25-29,2,0,0,0,0,2,0,0,0,0,2,0,1,237106
2005,women,5 least deprived,30-34,100,30-34,3,1,0,0,0,9,0,0,2,0,6,0,0,320057
2005,women,5 least deprived,35-39,184,35-39,1,0,0,0,1,34,0,0,3,0,8,0,0,400441
2005,women,5 least deprived,40-44,321,40-44,11,3,1,0,11,77,0,0,13,0,11,0,0,428893
2005,women,5 least deprived,45-49,465,45-49,7,0,6,0,24,115,0,0,22,0,23,0,0,376757
2005,women,5 least deprived,50-54,681,50-54,17,2,7,0,59,138,0,1,27,0,27,6,1,346860
2005,women,5 least deprived,55-59,1190,55-59,37,8,16,0,97,228,2,1,70,0,44,19,2,384064
2005,women,5 least deprived,60-64,1468,60-64,47,8,14,2,134,213,0,3,106,1,59,47,1,297153
2005,women,5 least deprived,65-69,2035,65-69,56,9,33,0,161,195,4,14,181,3,110,74,9,250847
2005,women,5 least deprived,70-74,3080,70-74,87,14,22,2,225,187,7,33,357,11,240,144,18,217595
2005,women,5 least deprived,75-79,5114,75-79,125,15,45,1,312,301,6,86,765,25,587,258,57,185755
2005,women,5 least deprived,80-84,8039,80-84,146,8,47,0,253,242,17,319,1353,64,1129,339,124,147741
2005,women,5 least deprived,85-89,8212,85-89,112,10,31,0,141,189,15,430,1331,86,1301,249,151,80207
2005,women,5 least deprived,90+,11090,90+,100,3,29,0,78,190,37,667,1438,144,1662,182,257,51542
2006,men,1 most deprived,<1,691,<1,0,0,0,0,0,0,0,0,1,0,2,0,0,84492
2006,men,1 most deprived,01-04,99,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,301874
2006,men,1 most deprived,05-09,56,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,354683
2006,men,1 most deprived,10-14,68,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,362313
2006,men,1 most deprived,15-19,229,15-19,1,1,0,0,1,0,0,0,1,0,1,0,0,368833
2006,men,1 most deprived,20-24,379,20-24,1,0,0,0,1,0,0,0,1,0,5,0,0,404991
2006,men,1 most deprived,25-29,396,25-29,2,1,1,0,0,0,0,0,5,0,3,0,0,397382
2006,men,1 most deprived,30-34,597,30-34,4,0,0,0,3,0,0,0,24,0,15,1,0,381576
2006,men,1 most deprived,35-39,902,35-39,7,0,1,0,11,0,0,0,60,0,16,6,2,388511
2006,men,1 most deprived,40-44,1207,40-44,5,3,4,0,34,0,0,0,169,0,40,14,1,356667
2006,men,1 most deprived,45-49,1548,45-49,15,3,6,1,71,0,2,1,290,1,66,26,4,306932
2006,men,1 most deprived,50-54,2090,50-54,22,4,23,0,165,1,5,1,433,1,97,68,2,261846
2006,men,1 most deprived,55-59,3072,55-59,35,10,33,1,331,1,4,2,691,2,112,147,10,256599
2006,men,1 most deprived,60-64,3796,60-64,66,6,33,0,497,2,9,7,850,4,166,251,9,201040
2006,men,1 most deprived,65-69,4982,65-69,95,18,72,0,661,1,17,23,1150,6,257,363,19,178612
2006,men,1 most deprived,70-74,6347,70-74,126,30,61,1,705,2,22,33,1416,13,412,549,48,147468
2006,men,1 most deprived,75-79,7783,75-79,137,22,77,2,774,3,23,89,1610,32,713,704,66,114287
2006,men,1 most deprived,80-84,8116,80-84,139,21,65,0,599,2,40,186,1581,37,776,737,100,77346
2006,men,1 most deprived,85-89,5387,85-89,72,11,26,1,290,1,18,172,1006,27,572,397,88,35189
2006,men,1 most deprived,90+,3233,90+,28,3,16,0,85,0,11,164,497,19,335,177,77,13126
2006,men,2,<1,387,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,67420
2006,men,2,01-04,61,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,242078
2006,men,2,05-09,31,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,296367
2006,men,2,10-14,47,10-14,0,0,0,0,0,0,0,0,0,0,0,1,0,315258
2006,men,2,15-19,167,15-19,1,0,0,0,0,0,0,0,0,0,2,0,0,331671
2006,men,2,20-24,261,20-24,1,0,0,0,0,0,0,0,1,0,2,0,0,383611
2006,men,2,25-29,294,25-29,1,0,1,0,0,0,0,0,7,0,5,0,0,397089
2006,men,2,30-34,388,30-34,2,0,3,0,1,0,0,0,12,0,10,0,0,389912
2006,men,2,35-39,586,35-39,4,1,1,0,8,0,0,0,39,0,15,0,1,399975
2006,men,2,40-44,797,40-44,7,2,5,0,23,1,3,0,119,0,28,3,2,378738
2006,men,2,45-49,1049,45-49,13,2,7,0,50,0,1,0,162,0,44,7,0,325426
2006,men,2,50-54,1479,50-54,22,7,17,0,125,0,1,0,309,0,49,28,3,280159
2006,men,2,55-59,2429,55-59,38,13,40,0,234,3,3,3,526,3,90,87,7,288041
2006,men,2,60-64,3153,60-64,55,10,34,0,377,0,6,5,693,0,125,156,13,231842
2006,men,2,65-69,4105,65-69,91,16,63,0,532,1,9,15,847,6,205,248,10,192923
2006,men,2,70-74,5456,70-74,129,28,62,0,573,2,22,51,1172,14,361,386,39,162557
2006,men,2,75-79,7380,75-79,162,25,69,1,657,2,20,94,1590,25,591,578,70,130263
2006,men,2,80-84,8287,80-84,140,22,47,0,529,1,27,205,1699,37,821,659,116,88724
2006,men,2,85-89,6179,85-89,117,12,45,0,296,3,19,208,1161,30,698,408,107,42437
2006,men,2,90+,4058,90+,35,3,21,0,87,2,10,178,654,38,424,210,102,16117
2006,men,3,<1,265,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,58379
2006,men,3,01-04,38,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,218037
2006,men,3,05-09,26,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,280426
2006,men,3,10-14,48,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,303565
2006,men,3,15-19,126,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,318727
2006,men,3,20-24,209,20-24,0,0,1,0,1,0,0,0,2,0,1,0,0,337231
2006,men,3,25-29,230,25-29,0,0,0,0,0,0,0,0,1,0,4,0,0,340276
2006,men,3,30-34,261,30-34,0,0,0,0,4,0,0,0,11,0,10,0,0,352279
2006,men,3,35-39,435,35-39,2,2,3,0,4,0,0,0,34,0,9,1,0,388718
2006,men,3,40-44,608,40-44,8,2,5,0,16,0,0,1,65,0,24,2,0,389325
2006,men,3,45-49,861,45-49,18,1,8,0,45,0,2,0,160,0,29,9,1,346243
2006,men,3,50-54,1253,50-54,22,3,12,0,98,0,0,1,269,1,64,28,1,308368
2006,men,3,55-59,2105,55-59,53,20,27,0,187,1,2,2,435,1,77,73,3,335854
2006,men,3,60-64,2833,60-64,61,16,37,0,330,2,3,8,573,2,130,120,6,280533
2006,men,3,65-69,3836,65-69,85,12,64,0,456,0,7,14,792,7,202,189,16,226648
2006,men,3,70-74,5220,70-74,122,15,57,0,508,2,18,31,1088,16,325,277,34,191964
2006,men,3,75-79,7350,75-79,169,22,85,1,652,1,19,99,1533,19,591,467,69,151278
2006,men,3,80-84,8817,80-84,159,18,67,0,513,1,23,206,1796,49,885,547,110,101513
2006,men,3,85-89,6788,85-89,102,12,23,0,274,1,21,214,1380,34,770,386,118,50215
2006,men,3,90+,4898,90+,53,3,26,0,86,2,10,195,740,39,575,189,96,19832
2006,men,4,<1,231,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,54038
2006,men,4,01-04,37,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,211696
2006,men,4,05-09,38,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,285934
2006,men,4,10-14,38,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,310964
2006,men,4,15-19,137,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,319394
2006,men,4,20-24,150,20-24,0,0,0,0,0,0,0,0,0,0,1,0,0,295016
2006,men,4,25-29,165,25-29,1,0,1,0,0,0,0,0,1,0,2,0,0,286839
2006,men,4,30-34,219,30-34,3,1,0,0,0,0,0,0,11,0,6,0,0,315532
