year,sex,qimd,agegroup,deaths,agegrp,C18,C19,C20,C33,C34,C50,E11,F00_03,I20_25,I48,I60_69,J40_47,N390,pops
2002,men,5 least deprived,15-19,123,15-19,0,0,0,0,0,0,0,0,0,0,1,0,1,317972
2002,men,5 least deprived,20-24,159,20-24,0,0,0,0,0,0,0,0,0,0,2,0,0,249608
2002,men,5 least deprived,25-29,132,25-29,0,0,0,0,0,0,0,0,2,0,2,0,0,250420
2002,men,5 least deprived,30-34,207,30-34,1,1,1,1,2,0,0,0,5,0,5,1,0,329912
2002,men,5 least deprived,35-39,253,35-39,3,0,2,0,2,0,0,0,24,0,13,1,1,397935
2002,men,5 least deprived,40-44,375,40-44,8,1,6,0,11,0,0,0,52,0,18,1,1,390198
2002,men,5 least deprived,45-49,596,45-49,9,2,6,0,28,0,0,0,112,0,26,3,1,351350
2002,men,5 least deprived,50-54,990,50-54,30,4,21,0,71,0,1,0,203,0,33,8,0,364612
2002,men,5 least deprived,55-59,1676,55-59,63,10,35,0,129,4,0,4,369,1,68,34,1,353715
2002,men,5 least deprived,60-64,2032,60-64,78,6,32,0,203,3,2,1,496,2,86,48,3,252962
2002,men,5 least deprived,65-69,3203,65-69,124,14,47,0,306,3,4,12,765,2,199,108,4,223948
2002,men,5 least deprived,70-74,5021,70-74,152,15,48,1,437,0,6,33,1208,13,402,211,10,188254
2002,men,5 least deprived,75-79,6754,75-79,154,9,52,1,496,2,17,79,1564,20,668,347,32,140254
2002,men,5 least deprived,80-84,7129,80-84,138,8,49,0,339,4,13,147,1644,27,846,402,58,87259
2002,men,5 least deprived,85-89,5870,85-89,90,10,34,0,202,2,17,176,1264,46,781,270,56,38746
2002,men,5 least deprived,90+,3943,90+,39,0,8,0,63,1,8,148,675,25,590,139,52,15773
2002,women,1 most deprived,<1,485,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,71197
2002,women,1 most deprived,01-04,68,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,278138
2002,women,1 most deprived,05-09,52,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,355257
2002,women,1 most deprived,10-14,51,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,361015
2002,women,1 most deprived,15-19,94,15-19,0,0,0,0,1,0,0,0,0,0,4,0,0,349659
2002,women,1 most deprived,20-24,130,20-24,0,0,0,0,1,0,0,0,2,0,3,0,2,386426
2002,women,1 most deprived,25-29,179,25-29,1,0,0,0,0,4,0,0,3,0,4,0,0,373913
2002,women,1 most deprived,30-34,322,30-34,1,0,3,0,1,9,0,0,8,0,13,1,2,407975
2002,women,1 most deprived,35-39,473,35-39,5,1,2,0,11,44,0,0,20,1,30,4,0,386360
2002,women,1 most deprived,40-44,565,40-44,7,2,6,0,21,65,0,0,34,0,37,7,1,331866
2002,women,1 most deprived,45-49,900,45-49,5,0,4,0,62,107,0,0,88,0,70,7,2,276078
2002,women,1 most deprived,50-54,1224,50-54,16,0,6,0,131,129,2,0,123,0,74,51,4,260706
2002,women,1 most deprived,55-59,1713,55-59,24,4,12,0,213,154,3,2,221,2,118,105,2,236325
2002,women,1 most deprived,60-64,2408,60-64,45,4,23,0,301,149,4,2,394,2,120,185,5,210555
2002,women,1 most deprived,65-69,3602,65-69,67,6,24,0,377,173,12,11,706,10,270,288,16,200052
2002,women,1 most deprived,70-74,5743,70-74,113,13,36,0,598,207,21,41,1211,15,505,503,29,193389
2002,women,1 most deprived,75-79,8643,75-79,148,15,50,2,631,259,23,152,1766,44,956,761,68,175926
2002,women,1 most deprived,80-84,10296,80-84,162,16,53,1,477,241,25,301,2056,81,1396,617,102,138872
2002,women,1 most deprived,85-89,9675,85-89,100,13,40,0,228,198,24,482,1783,94,1521,396,134,75793
2002,women,1 most deprived,90+,9427,90+,69,6,24,1,72,172,24,579,1452,104,1439,191,146,43451
2002,women,2,<1,278,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,56448
2002,women,2,01-04,53,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,227305
2002,women,2,05-09,31,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,299044
2002,women,2,10-14,33,10-14,0,0,0,0,0,0,0,0,1,0,0,0,0,314360
2002,women,2,15-19,83,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,302176
2002,women,2,20-24,102,20-24,0,0,0,0,0,0,0,0,4,0,1,1,0,357858
2002,women,2,25-29,118,25-29,0,0,0,0,1,4,0,0,1,0,3,1,0,375133
2002,women,2,30-34,206,30-34,1,0,1,0,4,24,0,0,7,0,9,1,0,412786
2002,women,2,35-39,330,35-39,3,0,0,0,5,41,1,0,8,0,19,0,1,398362
2002,women,2,40-44,442,40-44,4,1,2,0,12,62,0,0,30,0,30,1,1,343949
2002,women,2,45-49,697,45-49,13,0,3,0,41,88,1,0,54,0,56,8,2,295832
2002,women,2,50-54,1024,50-54,17,3,7,0,94,129,0,2,96,1,66,36,3,291618
2002,women,2,55-59,1467,55-59,33,4,13,0,155,163,3,1,149,1,70,71,6,272008
2002,women,2,60-64,2013,60-64,44,8,15,0,199,182,2,4,272,2,125,109,5,225044
2002,women,2,65-69,2932,65-69,73,6,22,0,278,210,11,19,512,7,178,193,6,211410
2002,women,2,70-74,5019,70-74,113,5,31,1,466,219,10,47,939,16,431,390,34,206240
2002,women,2,75-79,7968,75-79,168,10,54,2,513,253,27,196,1582,44,924,586,67,188154
2002,women,2,80-84,10279,80-84,175,11,62,0,372,271,24,328,2114,75,1520,519,100,150826
2002,women,2,85-89,10582,85-89,133,9,46,0,190,202,26,503,2017,135,1702,358,125,87572
2002,women,2,90+,11317,90+,102,4,40,0,92,173,25,653,1700,117,1730,239,176,50234
2002,women,3,<1,218,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,49656
2002,women,3,01-04,44,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,207081
2002,women,3,05-09,26,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,278399
2002,women,3,10-14,38,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,297497
2002,women,3,15-19,62,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,283697
2002,women,3,20-24,83,20-24,0,0,0,0,0,0,0,0,1,0,3,0,0,301908
2002,women,3,25-29,105,25-29,0,0,0,0,0,1,0,0,1,0,0,0,1,324957
2002,women,3,30-34,173,30-34,1,0,2,0,2,20,0,0,5,0,10,1,0,380840
2002,women,3,35-39,224,35-39,0,0,1,0,4,43,0,0,9,0,10,0,0,392219
2002,women,3,40-44,431,40-44,6,1,0,0,13,60,0,0,19,0,22,3,1,355762
2002,women,3,45-49,569,45-49,17,0,1,0,32,105,2,0,35,0,39,3,0,320950
2002,women,3,50-54,947,50-54,27,4,6,0,79,150,0,0,61,0,56,18,2,333572
2002,women,3,55-59,1399,55-59,35,1,18,0,128,205,0,0,122,1,77,36,2,322263
2002,women,3,60-64,1843,60-64,38,5,23,1,179,190,3,6,214,0,112,75,7,254771
2002,women,3,65-69,2713,65-69,96,8,29,0,241,212,6,9,375,4,186,154,4,235175
2002,women,3,70-74,4624,70-74,121,9,29,0,345,241,10,44,746,17,443,318,23,221996
2002,women,3,75-79,7542,75-79,174,8,56,0,451,313,19,156,1401,40,914,450,70,199522
2002,women,3,80-84,10239,80-84,188,19,57,0,313,297,24,332,1992,89,1602,418,95,159447
2002,women,3,85-89,11367,85-89,155,8,48,2,184,255,23,591,2022,129,1874,346,128,96928
2002,women,3,90+,12889,90+,113,8,34,0,71,216,24,744,1842,131,2052,237,171,57524
2002,women,4,<1,149,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,47465
2002,women,4,01-04,29,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,205600
2002,women,4,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,278645
2002,women,4,10-14,41,10-14,0,0,0,0,0,0,0,0,0,0,2,0,0,300536
2002,women,4,15-19,70,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,284110
2002,women,4,20-24,68,20-24,0,0,0,0,0,0,1,0,0,0,1,0,0,260190
2002,women,4,25-29,81,25-29,1,0,0,0,0,5,0,0,0,0,1,0,0,280317
2002,women,4,30-34,128,30-34,6,0,0,0,2,22,0,0,1,0,2,0,0,360851
2002,women,4,35-39,215,35-39,4,1,2,0,5,51,0,0,3,0,6,1,0,401787
2002,women,4,40-44,360,40-44,3,1,1,0,21,85,0,0,13,0,21,1,0,373637
2002,women,4,45-49,549,45-49,14,1,5,0,30,107,0,0,33,0,27,3,1,343102
2002,women,4,50-54,881,50-54,29,4,9,0,71,160,0,0,40,0,40,13,1,364428
2002,women,4,55-59,1350,55-59,41,6,14,0,123,226,0,2,98,1,64,38,1,355945
2002,women,4,60-64,1740,60-64,63,11,16,0,137,217,2,5,176,2,101,61,5,269995
2002,women,4,65-69,2528,65-69,93,7,22,1,181,208,1,14,353,2,165,110,11,244313
2002,women,4,70-74,4184,70-74,144,4,27,1,305,247,9,47,649,10,386,231,18,224991
2002,women,4,75-79,6821,75-79,153,8,42,0,340,274,14,150,1285,36,857,354,52,194723
2002,women,4,80-84,9342,80-84,179,9,54,0,264,292,25,332,1748,79,1484,378,77,152945
2002,women,4,85-89,10997,85-89,161,9,45,0,153,260,34,525,1932,112,1906,292,125,92548
2002,women,4,90+,12948,90+,100,5,38,0,56,241,30,734,1871,131,2132,207,184,55238
2002,women,5 least deprived,<1,135,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,48231
2002,women,5 least deprived,01-04,31,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,217200
2002,women,5 least deprived,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,297892
2002,women,5 least deprived,10-14,28,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,318100
2002,women,5 least deprived,15-19,55,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,290468
2002,women,5 least deprived,20-24,49,20-24,0,0,0,0,0,1,0,0,1,0,1,0,0,222985
2002,women,5 least deprived,25-29,70,25-29,0,0,0,0,0,2,0,0,2,0,1,0,0,245528
2002,women,5 least deprived,30-34,118,30-34,0,0,0,0,2,18,0,0,0,0,1,0,0,346106
2002,women,5 least deprived,35-39,187,35-39,5,0,0,0,4,38,0,0,7,0,10,1,0,415687
2002,women,5 least deprived,40-44,303,40-44,7,1,2,0,10,68,0,0,8,0,19,0,1,397361
2002,women,5 least deprived,45-49,467,45-49,13,2,9,0,18,116,0,2,17,1,29,2,0,357735
2002,women,5 least deprived,50-54,860,50-54,23,3,10,0,65,188,0,1,39,0,47,9,0,375758
2002,women,5 least deprived,55-59,1219,55-59,45,3,12,0,99,236,0,1,70,1,57,18,3,358919
2002,women,5 least deprived,60-64,1412,60-64,44,5,11,1,114,176,2,4,146,0,67,45,8,261232
2002,women,5 least deprived,65-69,2037,65-69,75,1,26,0,143,185,7,15,239,4,151,75,9,235840
2002,women,5 least deprived,70-74,3500,70-74,111,6,34,0,226,228,3,42,593,11,336,165,25,212342
2002,women,5 least deprived,75-79,5375,75-79,152,6,41,1,281,260,11,111,876,24,720,276,37,178530
2002,women,5 least deprived,80-84,7723,80-84,155,10,49,0,247,240,23,307,1411,68,1215,285,81,134683
2002,women,5 least deprived,85-89,9232,85-89,146,5,42,2,140,215,20,446,1573,96,1684,219,101,79559
2002,women,5 least deprived,90+,10934,90+,79,9,32,0,62,196,15,636,1578,121,1788,146,143,47510
2003,men,1 most deprived,<1,708,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,76465
2003,men,1 most deprived,01-04,124,01-04,0,0,0,0,0,0,0,0,0,0,1,1,0,286447
2003,men,1 most deprived,05-09,51,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,367207
2003,men,1 most deprived,10-14,61,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,371470
2003,men,1 most deprived,15-19,217,15-19,0,0,0,0,0,0,0,0,1,0,3,0,0,365822
2003,men,1 most deprived,20-24,359,20-24,3,0,0,0,1,0,0,0,1,0,8,0,2,362471
2003,men,1 most deprived,25-29,416,25-29,0,0,0,0,1,0,0,0,7,0,8,1,0,361588
2003,men,1 most deprived,30-34,715,30-34,1,1,0,0,3,0,1,0,39,0,12,2,1,398268
2003,men,1 most deprived,35-39,844,35-39,3,2,2,0,5,0,0,0,59,0,29,3,0,386037
2003,men,1 most deprived,40-44,1168,40-44,5,0,3,0,29,2,1,0,166,0,45,11,1,334854
2003,men,1 most deprived,45-49,1473,45-49,7,0,9,1,60,0,2,0,327,0,84,18,0,280581
2003,men,1 most deprived,50-54,2201,50-54,25,1,16,0,167,1,5,0,535,0,102,60,2,259997
2003,men,1 most deprived,55-59,3145,55-59,59,9,37,0,317,2,5,1,798,3,155,163,2,242624
2003,men,1 most deprived,60-64,4058,60-64,57,8,37,0,519,1,12,6,1052,11,196,252,7,200319
2003,men,1 most deprived,65-69,5523,65-69,105,14,57,1,649,0,15,8,1443,9,355,402,13,183653
2003,men,1 most deprived,70-74,7288,70-74,158,20,79,0,785,1,28,45,1817,9,549,613,31,153478
2003,men,1 most deprived,75-79,8952,75-79,144,21,80,0,836,1,20,102,2088,31,806,827,54,118267
2003,men,1 most deprived,80-84,8877,80-84,114,12,69,1,582,4,21,182,1940,37,998,801,69,80528
2003,men,1 most deprived,85-89,5218,85-89,63,8,34,0,240,0,13,196,993,33,577,405,59,29385
2003,men,1 most deprived,90+,3088,90+,23,3,8,0,69,3,6,122,505,16,354,178,50,12145
2003,men,2,<1,374,<1,0,0,0,0,0,0,0,0,1,0,1,1,0,61383
2003,men,2,01-04,52,01-04,0,0,0,0,0,0,0,0,0,0,2,0,0,233368
2003,men,2,05-09,46,05-09,0,0,0,0,0,0,0,0,0,0,1,1,0,310271
2003,men,2,10-14,38,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,325397
2003,men,2,15-19,168,15-19,0,0,0,0,0,0,0,0,1,0,3,0,0,320736
2003,men,2,20-24,280,20-24,1,0,0,0,2,0,0,0,1,0,5,0,0,352102
2003,men,2,25-29,316,25-29,0,1,0,0,0,0,0,0,4,0,6,0,0,370308
2003,men,2,30-34,475,30-34,2,1,3,0,1,0,0,0,20,0,13,0,0,410805
2003,men,2,35-39,644,35-39,2,0,1,0,11,0,0,0,44,0,22,3,0,403720
2003,men,2,40-44,792,40-44,10,3,1,0,22,0,0,0,114,0,35,3,0,352925
2003,men,2,45-49,1023,45-49,15,2,9,0,53,0,0,0,206,0,56,13,1,298780
2003,men,2,50-54,1569,50-54,18,5,8,1,114,0,1,1,364,1,71,39,0,281412
2003,men,2,55-59,2479,55-59,65,9,35,0,235,1,2,3,558,1,91,105,4,275789
2003,men,2,60-64,3158,60-64,71,6,31,0,349,0,4,8,803,5,168,144,13,216070
2003,men,2,65-69,4431,65-69,111,15,54,0,515,2,20,9,1080,8,276,257,12,193550
2003,men,2,70-74,6389,70-74,157,16,86,0,654,0,11,40,1608,12,464,446,32,164909
2003,men,2,75-79,8342,75-79,130,22,84,0,719,2,23,118,1959,24,790,675,64,129906
2003,men,2,80-84,9137,80-84,138,17,65,0,548,1,23,176,2076,45,1028,691,82,89065
2003,men,2,85-89,6029,85-89,81,4,26,0,196,1,16,195,1214,38,727,404,67,35177
2003,men,2,90+,3965,90+,33,1,24,0,82,0,10,133,624,38,477,204,56,14784
2003,men,3,<1,255,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,54072
2003,men,3,01-04,37,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,213710
2003,men,3,05-09,38,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,290423
2003,men,3,10-14,59,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,311786
2003,men,3,15-19,142,15-19,0,0,0,0,0,0,0,0,0,0,3,0,0,306235
2003,men,3,20-24,234,20-24,0,0,0,0,0,0,0,0,2,0,6,0,0,314534
2003,men,3,25-29,222,25-29,0,0,1,0,0,0,0,0,1,0,3,1,0,322604
2003,men,3,30-34,293,30-34,3,0,0,0,3,0,0,0,11,0,9,0,1,376850
2003,men,3,35-39,444,35-39,3,0,4,0,5,0,0,0,40,0,9,2,1,396448
2003,men,3,40-44,629,40-44,10,0,5,0,13,0,0,0,83,0,33,3,2,365224
2003,men,3,45-49,877,45-49,15,3,7,0,37,0,1,1,147,0,32,7,2,321300
2003,men,3,50-54,1338,50-54,27,4,21,0,102,1,1,2,298,0,57,24,0,313835
2003,men,3,55-59,2215,55-59,70,7,27,0,205,1,0,7,509,2,119,76,2,327411
2003,men,3,60-64,2858,60-64,71,8,38,0,297,0,5,6,669,3,143,123,7,249704
2003,men,3,65-69,4117,65-69,112,12,61,0,438,0,9,17,990,9,249,201,7,222015
2003,men,3,70-74,6030,70-74,150,19,68,0,566,2,18,36,1490,13,430,400,20,188856
2003,men,3,75-79,8149,75-79,178,14,61,0,630,0,26,129,1865,27,811,590,44,145666
2003,men,3,80-84,9380,80-84,154,18,62,0,549,0,16,181,2191,52,1087,597,105,99333
2003,men,3,85-89,6574,85-89,86,13,42,0,224,1,16,201,1330,55,872,369,78,41773
2003,men,3,90+,4846,90+,50,1,28,0,105,1,11,165,804,29,568,210,66,17955
2003,men,4,<1,198,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,51136
2003,men,4,01-04,29,01-04,0,0,0,0,0,0,0,0,0,0,2,0,0,212121
2003,men,4,05-09,32,05-09,0,0,0,0,0,0,0,0,0,0,1,2,0,293850
2003,men,4,10-14,42,10-14,0,0,0,0,0,0,0,0,0,0,0,0,1,315212
2003,men,4,15-19,141,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,308153
2003,men,4,20-24,179,20-24,0,0,0,0,0,0,0,0,2,0,3,0,0,281412
2003,men,4,25-29,184,25-29,2,0,0,0,0,0,0,0,3,0,1,0,0,278428
2003,men,4,30-34,261,30-34,6,0,0,0,0,0,0,0,8,0,1,0,1,347291
2003,men,4,35-39,340,35-39,1,0,0,0,4,0,0,0,20,0,10,0,0,393158
2003,men,4,40-44,471,40-44,7,3,2,0,16,1,0,0,81,1,18,2,0,378680
2003,men,4,45-49,688,45-49,9,3,7,0,38,0,1,0,133,0,26,6,0,340127
2003,men,4,50-54,1126,50-54,23,2,10,0,83,0,0,1,253,0,57,15,2,340912
2003,men,4,55-59,2026,55-59,75,9,29,1,205,0,1,6,459,0,80,39,2,362601
2003,men,4,60-64,2583,60-64,85,10,48,0,275,2,5,5,628,0,111,87,2,270077
2003,men,4,65-69,3852,65-69,104,9,62,0,404,4,6,7,908,9,202,178,11,234837
2003,men,4,70-74,5667,70-74,149,15,61,1,509,3,16,41,1320,12,394,299,22,197781
2003,men,4,75-79,7766,75-79,178,19,71,1,573,3,15,97,1858,30,729,479,48,150551
2003,men,4,80-84,8923,80-84,135,16,79,0,484,3,25,185,2047,39,990,501,78,100361
2003,men,4,85-89,6539,85-89,100,4,36,0,207,2,17,191,1391,48,826,414,72,41313
2003,men,4,90+,4771,90+,39,1,20,0,84,0,20,154,794,28,593,204,71,18465
2003,men,5 least deprived,<1,200,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,52769
2003,men,5 least deprived,01-04,44,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,226514
2003,men,5 least deprived,05-09,24,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,316432
2003,men,5 least deprived,10-14,42,10-14,0,0,0,0,0,0,0,0,1,0,0,0,0,338842
2003,men,5 least deprived,15-19,117,15-19,0,0,0,0,0,0,0,0,1,0,1,0,0,323463
2003,men,5 least deprived,20-24,170,20-24,1,0,0,0,0,0,0,0,1,0,1,0,0,251293
2003,men,5 least deprived,25-29,129,25-29,1,0,0,0,0,0,0,0,3,0,2,0,0,243112
2003,men,5 least deprived,30-34,187,30-34,0,0,0,0,0,0,0,0,5,0,2,0,0,323988
2003,men,5 least deprived,35-39,266,35-39,6,1,1,0,1,0,0,0,17,0,13,0,1,396791
2003,men,5 least deprived,40-44,420,40-44,6,1,5,0,8,0,0,0,52,0,15,1,0,397934
2003,men,5 least deprived,45-49,573,45-49,10,2,4,0,23,0,1,0,128,0,19,3,0,358033
2003,men,5 least deprived,50-54,952,50-54,27,5,13,0,62,0,0,0,217,0,39,10,1,349639
2003,men,5 least deprived,55-59,1671,55-59,54,10,31,1,149,0,1,2,360,2,75,24,3,369407
2003,men,5 least deprived,60-64,2159,60-64,75,9,37,0,246,2,2,4,497,0,92,57,2,261441
2003,men,5 least deprived,65-69,3237,65-69,105,18,51,0,300,1,5,14,735,5,174,109,9,227830
2003,men,5 least deprived,70-74,4775,70-74,148,24,64,0,425,3,2,35,1107,8,382,201,19,190899
2003,men,5 least deprived,75-79,6570,75-79,156,14,66,0,462,3,10,92,1475,16,598,368,35,142968
2003,men,5 least deprived,80-84,7582,80-84,149,16,58,0,342,2,17,167,1714,40,869,415,66,93790
2003,men,5 least deprived,85-89,5622,85-89,79,5,27,0,168,3,10,185,1178,39,707,266,63,37494
2003,men,5 least deprived,90+,4151,90+,42,3,20,0,74,4,6,152,712,33,494,151,63,16803
2003,women,1 most deprived,<1,572,<1,0,0,0,0,0,0,0,0,0,0,0,1,0,73017
2003,women,1 most deprived,01-04,101,01-04,0,0,0,0,0,0,0,0,0,0,2,0,0,275706
2003,women,1 most deprived,05-09,41,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,350462
2003,women,1 most deprived,10-14,41,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,356923
2003,women,1 most deprived,15-19,94,15-19,0,0,0,0,0,1,0,0,0,0,3,0,1,358392
2003,women,1 most deprived,20-24,141,20-24,0,0,0,0,1,1,0,0,2,0,0,1,0,398755
2003,women,1 most deprived,25-29,178,25-29,0,0,0,0,0,7,0,0,1,0,9,0,0,370910
2003,women,1 most deprived,30-34,310,30-34,4,0,1,0,4,11,0,0,14,0,16,0,1,401412
2003,women,1 most deprived,35-39,398,35-39,7,0,0,0,4,28,0,0,21,0,23,4,2,387040
2003,women,1 most deprived,40-44,622,40-44,7,1,2,0,20,57,2,1,46,0,41,8,1,340898
2003,women,1 most deprived,45-49,878,45-49,8,1,4,0,61,104,2,1,79,0,66,22,7,284090
2003,women,1 most deprived,50-54,1266,50-54,17,3,10,0,113,137,1,0,129,0,77,64,1,256064
2003,women,1 most deprived,55-59,1754,55-59,36,5,12,1,229,150,2,1,213,1,93,106,5,243158
2003,women,1 most deprived,60-64,2376,60-64,40,8,21,0,315,152,6,5,353,4,158,206,3,208413
2003,women,1 most deprived,65-69,3518,65-69,63,8,25,0,413,151,10,14,634,7,236,310,15,199085
2003,women,1 most deprived,70-74,5712,70-74,92,16,28,3,547,203,20,53,1050,19,494,596,29,188643
2003,women,1 most deprived,75-79,8365,75-79,147,11,47,1,638,224,31,147,1666,46,892,763,62,170797
2003,women,1 most deprived,80-84,11000,80-84,160,15,43,0,529,227,32,338,2115,95,1433,736,152,142181
2003,women,1 most deprived,85-89,9377,85-89,118,7,45,0,189,184,23,477,1687,101,1389,399,158,71066
2003,women,1 most deprived,90+,10016,90+,82,6,23,0,90,165,26,612,1525,113,1371,236,156,43847
2003,women,2,<1,304,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,57863
2003,women,2,01-04,52,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,223409
2003,women,2,05-09,30,05-09,0,0,0,0,0,0,0,0,0,0,0,0,1,295531
2003,women,2,10-14,36,10-14,0,0,0,0,0,0,0,0,0,0,2,0,0,313027
2003,women,2,15-19,63,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,310918
2003,women,2,20-24,98,20-24,1,0,0,0,0,1,0,0,0,0,3,0,0,365967
2003,women,2,25-29,142,25-29,1,0,0,0,1,3,0,0,0,0,1,0,0,368392
2003,women,2,30-34,216,30-34,1,0,0,0,1,19,0,0,4,0,8,0,0,404338
2003,women,2,35-39,372,35-39,5,1,0,0,3,42,1,0,14,0,15,1,2,398244
2003,women,2,40-44,485,40-44,6,0,1,0,13,78,0,0,24,0,36,3,0,354158
2003,women,2,45-49,744,45-49,13,2,7,0,59,98,1,1,41,0,46,5,1,301571
2003,women,2,50-54,1038,50-54,27,4,15,0,77,146,1,1,79,0,54,31,4,284206
2003,women,2,55-59,1533,55-59,31,7,12,0,143,176,4,0,152,2,79,74,7,282308
2003,women,2,60-64,1931,60-64,39,8,20,0,200,150,1,7,251,4,129,129,4,227155
2003,women,2,65-69,3039,65-69,56,9,24,0,271,183,10,15,485,5,201,219,19,212648
2003,women,2,70-74,4862,70-74,98,8,40,0,415,218,13,62,846,15,441,390,38,203181
2003,women,2,75-79,7841,75-79,156,11,51,1,540,245,13,166,1460,46,904,604,64,184054
2003,women,2,80-84,11008,80-84,148,9,55,0,410,276,20,391,2159,106,1586,574,120,155787
2003,women,2,85-89,10384,85-89,134,7,47,1,158,208,27,513,1919,107,1600,393,148,82422
2003,women,2,90+,11890,90+,87,3,31,0,80,210,37,727,1741,120,1790,244,185,51313
2003,women,3,<1,215,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,50972
2003,women,3,01-04,36,01-04,0,0,0,0,0,0,0,0,0,0,0,1,0,203991
2003,women,3,05-09,36,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,276914
2003,women,3,10-14,46,10-14,0,0,0,0,0,0,0,0,0,0,2,0,0,296855
2003,women,3,15-19,65,15-19,0,0,0,0,0,0,0,0,2,0,0,1,0,292534
2003,women,3,20-24,75,20-24,1,1,0,0,0,0,0,0,0,0,1,0,0,308228
2003,women,3,25-29,103,25-29,0,0,0,0,0,7,0,0,2,0,4,0,0,317713
2003,women,3,30-34,157,30-34,1,1,1,0,4,11,0,0,0,0,5,1,1,375317
2003,women,3,35-39,241,35-39,1,1,2,0,1,36,0,0,12,0,11,0,1,392378
2003,women,3,40-44,437,40-44,3,1,3,0,17,67,1,0,26,0,17,5,1,364912
2003,women,3,45-49,544,45-49,16,3,5,0,38,79,0,0,37,0,20,5,0,326027
2003,women,3,50-54,907,50-54,18,4,4,0,82,129,0,2,61,0,52,25,1,322620
2003,women,3,55-59,1483,55-59,42,4,13,0,139,194,2,6,124,3,90,55,6,336124
2003,women,3,60-64,1826,60-64,48,12,19,0,188,193,3,2,190,1,88,88,5,261302
2003,women,3,65-69,2799,65-69,81,7,19,0,233,190,7,9,393,7,200,165,8,237948
2003,women,3,70-74,4478,70-74,118,10,36,1,348,214,12,50,720,13,393,321,20,221740
2003,women,3,75-79,7369,75-79,148,10,57,1,440,260,16,163,1291,46,860,465,56,196170
2003,women,3,80-84,10962,80-84,201,14,42,0,412,298,27,405,1953,73,1544,501,129,166583
2003,women,3,85-89,11275,85-89,115,3,52,0,187,248,17,616,1995,106,1826,369,165,91817
2003,women,3,90+,13669,90+,134,5,46,0,71,262,24,820,1948,149,2143,228,198,58695
2003,women,4,<1,176,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,48852
2003,women,4,01-04,34,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,201255
2003,women,4,05-09,12,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,278830
2003,women,4,10-14,38,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,301155
2003,women,4,15-19,67,15-19,0,0,0,0,0,0,0,0,1,0,0,1,1,290977
2003,women,4,20-24,79,20-24,2,0,0,0,1,1,0,0,0,0,1,0,0,264779
2003,women,4,25-29,84,25-29,1,0,0,0,0,4,0,0,1,0,3,1,0,272556
2003,women,4,30-34,147,30-34,0,0,0,0,1,18,0,0,2,0,6,0,0,354154
2003,women,4,35-39,224,35-39,4,0,0,0,2,49,0,0,6,0,7,0,0,400267
2003,women,4,40-44,355,40-44,5,1,1,0,10,78,2,0,13,0,20,4,0,382950
